CNAE,UF,score,ranking,count_contratos,valor_medio,n_orgaos
5819100,SC,0.0,1185,1,43100.0,1
7319099,77760000,0.0,1186,1,112650.0,1
2349499,ES,0.0,1187,1,72000.0,1
8130300,ES,0.0,1188,1,385658.0,1
4520003,MG,0.0,1189,1,520000.0,1
7739099,75398000,0.0,1190,1,588000.0,1
4712100,58280000,0.0,1191,1,220645.0,1
2330399,RS,0.0,1192,1,424500.0,1
4723700,MA,0.0,1193,1,36000.0,1
4322302,AC,0.0,1194,1,293300.0,1
7420001,TO,0.0,1195,1,534000.0,1
8599605,PE,0.0,1196,1,25506.0,1
8230001,75389287,0.0,1197,1,30000.0,1
1091101,MG,0.0,1198,1,458500.0,1
4330404,DF,0.0,1199,1,0.0,1
5813100,PR,0.0,1200,1,40500.0,1
4520007,AM,0.0,1201,1,400000.0,1
7733100,MS,0.0,1202,1,45000.0,1
1422300,MG,0.0,1203,1,1590000.0,1
8599699,MT,0.0,1204,1,51750.0,1
1099604,GO,0.0,1205,1,3900.0,1
3314706,MA,0.0,1206,1,45000.0,1
4541206,PE,0.0,1207,1,600000.0,1
4743100,RN,0.0,1208,1,499110.0,1
4729601,MG,0.0,1209,1,1233000.0,1
1629301,76380112,0.0,1210,1,3575.0,1
3212400,SC,0.0,1211,1,308000.0,1
4322302,65639000,0.0,1212,1,84300.0,1
9529102,ES,0.0,1213,1,49000.0,1
4930202,ES,0.0,1214,1,9218880.0,1
9001902,40430190,0.0,1215,1,40900.0,1
4321500,PE,0.0,1216,1,182160.0,1
5611204,PE,0.0,1217,1,150000.0,1
5813100,RN,0.0,1218,1,300000.0,1
3101200,DF,0.0,1219,2,0.0,1
4741500,DF,0.0,1220,1,0.0,1
3101200,76350000,0.0,1221,1,303200.0,1
9001901,MS,0.0,1222,1,30000.0,1
5611205,RS,0.0,1223,1,50000.0,1
1096100,PR,0.0,1224,1,79090.0,1
4732600,PR,0.0,1225,1,116990.0,1
1629301,AC,0.0,1226,1,222000.0,1
7911200,SC,0.0,1227,1,194520.0,1
4761001,RESIDENCIAL DAS ACACIAS,0.0,1228,1,86220.0,1
1749400,MG,0.0,1229,1,619500.0,1
3314712,RS,0.0,1230,1,245625.0,1
9521500,PE,0.0,1231,1,65000.0,1
9001906,76190000,0.0,1232,1,120000.0,1
5620104,CE,0.0,1233,1,603250.0,1
9001901,38414434,0.0,1234,1,198400.0,1
4753900,PB,0.0,1235,1,530000.0,1
4789004,PB,0.0,1236,1,380000.0,1
4722902,SP,0.0,1237,1,283140.0,1
3313999,MG,0.0,1238,1,6549211.0,1
4763602,GO,0.0,1239,1,31500.0,1
5620102,24931840,0.0,1240,1,6444996.0,1
1412601,PB,0.0,1241,1,361620.0,1
4721103,PE,0.0,1242,1,119650.0,1
4761002,SP,0.0,1243,1,13240.0,1
4399103,18770000,0.0,1244,1,102000.0,1
4755503,GO,0.0,1245,1,27990.0,1
8230001,58900000,0.0,1246,1,650000.0,1
1412601,76300000,0.0,1247,1,670000.0,1
4789099,SC,0.0,1248,1,496032.0,1
4763602,RS,0.0,1249,1,16000.0,1
9529102,MINEIRINHO,0.0,1250,1,74680.0,1
8592999,RN,0.0,1251,1,238333.0,1
9001902,96070861,0.0,1252,1,45000.0,1
1629301,SE,0.0,1253,1,616800.0,1
3101200,SC,0.0,1254,1,373300.0,1
5611204,ES,0.0,1255,1,30000.0,1
2599399,MG,0.0,1256,1,185000.0,1
4330499,PR,0.0,1257,1,636000.0,1
2539001,TO,0.0,1258,1,85000.0,1
4789008,35380000,0.0,1259,1,28000.0,1
4712100,RN,0.0,1260,1,508000.0,1
2539001,ES,0.0,1261,1,200000.0,1
4520001,77560000,0.0,1262,1,553225.0,1
4772500,ES,0.0,1263,1,18380.0,1
8592902,16018340,0.0,1264,1,135000.0,1
3101200,76460000,0.0,1265,1,164000.0,1
4530705,SC,0.0,1266,1,195250.0,1
5912099,PE,0.0,1267,1,120000.0,1
5620104,AC,0.0,1268,1,59360.0,1
8593700,28035302,0.0,1269,1,1800.0,1
5611204,PB,0.0,1270,1,122400.0,1
1412602,AL,0.0,1271,1,30600.0,1
3240099,MG,0.0,1272,1,300000.0,1
8230002,71693500,0.0,1273,1,400000.0,1
5813100,RS,0.0,1274,1,200000.0,1
4520007,TO,0.0,1275,1,48000.0,1
4520008,BA,0.0,1276,1,600000.0,1
4330499,87721899,0.0,1277,1,184845746.0,1
4520006,RO,0.0,1278,1,970060.0,1
4924800,37476000,0.0,1279,1,0.0,1
5611205,PR,0.0,1280,1,41667.0,1
4520001,MS,0.0,1281,1,1237896.0,1
5611203,PE,0.0,1282,1,6062017.0,1
4330404,AL,0.0,1283,1,809962.0,1
3299002,BA,0.0,1284,1,300700.0,1
9700500,ES,0.0,1285,1,21600.0,1
3299003,SC,0.0,1286,1,169000.0,1
1412603,DF,0.0,1287,1,314955.0,1
4744004,PB,0.0,1288,1,504900.0,1
9602501,89520000,0.0,1289,1,449988.0,1
1359600,DF,0.0,1290,1,483780.0,1
4789002,SP,0.0,1291,1,75000.0,1
4329101,BA,0.0,1292,1,80000.0,1
1094500,BA,0.0,1293,1,14777634.0,1
7319099,CASA,0.0,1294,1,225000.0,1
4756300,GO,0.0,1295,1,580000.0,1
8593700,18685510,0.0,1296,1,243400.0,1
9001902,82630220,0.0,1297,1,250000.0,1
4789007,ES,0.0,1298,1,29911.0,1
4744001,CENTRO,0.0,1299,1,119662.0,1
4744004,BA,0.0,1300,1,1739246.0,1
4724500,PA,0.0,1301,1,27000.0,1
1322700,MG,0.0,1302,1,112064.0,1
4774100,SP,0.0,1303,1,211200.0,1
4930204,GO,0.0,1304,1,7000.0,1
8599605,MG,0.0,1305,1,60000.0,1
5229002,PR,0.0,1306,1,793735.0,1
8599699,RN,0.0,1307,1,99990.0,1
4322301,GO,0.0,1308,1,630000.0,1
1311100,BA,0.0,1309,1,500350.0,1
1064300,MG,0.0,1310,1,50000.0,1
1813001,BA,0.0,1311,1,118800.0,1
4741500,MT,0.0,1312,1,8250.0,1
4754701,SP,0.0,1313,1,51800.0,1
4789001,PB,0.0,1314,1,134500.0,1
2229399,RS,0.0,1315,1,71200.0,1
4782201,RS,0.0,1316,1,500000.0,1
1629301,PR,0.0,1317,1,8098464.0,1
8599605,BA,0.0,1318,1,22000.0,1
7739099,PE,0.0,1319,1,540000.0,1
7912100,SC,0.0,1320,1,444000.0,1
4530705,SP,0.0,1321,1,742800.0,1
8230001,MARIANO PROCOPIO,0.0,1322,1,1613334.0,1
4321500,ES,0.0,1323,1,30000.0,1
322104,PR,0.0,1324,1,150350.0,1
4761002,PR,0.0,1325,1,98000.0,1
4741500,SP,0.0,1326,1,5900.0,1
8599604,78068625,0.0,1327,1,6000.0,1
9529103,30120074,0.0,1328,1,14300.0,1
4722901,BA,0.0,1329,1,203515.0,1
2330399,MG,0.0,1330,1,0.0,1
3321000,SP,0.0,1331,1,161000.0,1
3319800,PE,0.0,1332,1,598800.0,1
4755503,CE,0.0,1333,1,167241.0,1
4763601,SC,0.0,1334,1,650000.0,1
7911200,PA,0.0,1335,1,9955024.0,1
4399103,75407290,0.0,1336,1,954848.0,1
5912099,GO,0.0,1337,1,247920.0,1
8129000,PB,0.0,1338,1,165000.0,1
4929901,SP,0.0,1339,1,0.0,1
1091101,SC,0.0,1340,1,122315.0,1
2349499,PE,0.0,1341,1,360000.0,1
3314702,PI,0.0,1342,1,34557807.0,1
3321000,PE,0.0,1343,1,1083098.0,1
8230001,96030001,0.0,1344,1,80000.0,1
3291400,PE,0.0,1345,1,651000.0,1
1821100,BA,0.0,1346,1,70000.0,1
8219901,RN,0.0,1347,1,287400.0,1
4752100,PB,0.0,1348,1,202800.0,1
4772500,MT,0.0,1349,1,599994.0,1
1412602,TO,0.0,1350,1,85766.0,1
4321500,PA,0.0,1351,1,542500.0,1
4763604,PR,0.0,1352,1,85332.0,1
1412601,PA,0.0,1353,1,281000.0,1
4722902,PB,0.0,1354,1,949500.0,1
7733100,SP,0.0,1355,1,34896.0,1
4789007,PR,0.0,1356,1,0.0,1
3240099,RJ,0.0,1357,1,5914999.0,1
9700500,RN,0.0,1358,1,228000.0,1
3299004,DF,0.0,1359,1,0.0,1
4930201,DISTRITO DE BACILANDIA,0.0,1360,1,216000.0,1
9602502,PE,0.0,1361,1,7000.0,1
4329101,PR,0.0,1362,1,64700.0,1
4924800,75340000,0.0,1363,1,3556872.0,1
1529700,SP,0.0,1364,1,230000.0,1
8592999,SALA 05 06,0.0,1365,1,211200.0,1
3212400,MG,0.0,1366,1,4957.0,1
9002702,RJ,0.0,1367,1,588000.0,1
8599604,SE,0.0,1368,1,14500.0,1
4723700,GO,0.0,1369,1,555200.0,1
4754703,MG,0.0,1370,1,163200.0,1
4743100,73900000,0.0,1371,1,20120.0,1
4761003,SC,0.0,1372,1,18646008.0,1
3329501,GO,0.0,1373,1,150000.0,1
2532201,PR,0.0,1374,1,24250.0,1
1629301,MG,0.0,1375,1,620000.0,1
3329501,SC,0.0,1376,1,84000.0,1
7420001,PA,0.0,1377,1,3000.0,1
2399101,MS,0.0,1378,1,60000.0,1
2542000,SC,0.0,1379,1,113800.0,1
4321500,RR,0.0,1380,1,16450.0,1
5819100,MA,0.0,1381,1,195030.0,1
4329101,SE,0.0,1382,1,36996.0,1
4930201,73975000,0.0,1383,1,650000.0,1
2950600,MG,0.0,1384,1,0.0,1
8130300,AL,0.0,1385,1,135000.0,1
5912099,12237828,0.0,1386,1,18050.0,1
4330499,MG,0.0,1387,1,408500.0,1
9329899,29101125,0.0,1388,1,91000.0,1
1749400,GO,0.0,1389,1,88700.0,1
1352900,PR,0.0,1390,1,487500.0,1
3240099,PR,0.0,1391,1,8000.0,1
4721104,SP,0.0,1392,1,1800.0,1
8129000,MS,0.0,1393,1,396000.0,1
4751201,PE,0.0,1394,1,589000.0,1
5812301,SC,0.0,1395,1,25550.0,1
8599604,DF,0.0,1396,1,30000.0,1
5819100,SETOR HABITACIONAL CONTAGEM (SOBRADINHO),0.0,1397,1,114500.0,1
4399105,75350000,0.0,1398,1,300000.0,1
4744004,PR,0.0,1399,1,42000.0,1
4399105,SP,0.0,1400,1,210000.0,1
3314702,RJ,0.0,1401,1,15900.0,1
1749400,RS,0.0,1402,1,231750.0,1
4930201,81130330,0.0,1403,1,254760.0,1
5812300,MG,0.0,1404,1,390000.0,1
4753900,78075685,0.0,1405,1,236625.0,1
4721102,SC,0.0,1406,1,226750.0,1
9601701,PR,0.0,1407,1,101790.0,1
8599604,RN,0.0,1408,1,516000.0,1
4520001,75810000,0.0,1409,1,95200.0,1
7319002,75084140,0.0,1410,1,50925.0,1
4321500,75837645,0.0,1411,1,220000.0,1
2539001,MT,0.0,1412,1,17900.0,1
4742300,BA,0.0,1413,1,7521012.0,1
3329501,RS,0.0,1414,1,50000.0,1
8599604,80730460,0.0,1415,1,120000.0,1
3319800,76050174,0.0,1416,1,176130.0,1
8130300,MT,0.0,1417,1,102000.0,1
5320201,RS,0.0,1418,1,199486.0,1
8599603,AL,0.0,1419,1,42000.0,1
1092900,MG,0.0,1420,1,296037.0,1
7729202,MT,0.0,1421,1,174000.0,1
4930201,PB,0.0,1422,1,85000.0,1
4330403,MA,0.0,1423,1,299200.0,1
8592902,PE,0.0,1424,1,10000.0,1
5620102,MT,0.0,1425,1,35000.0,1
3314707,SC,0.0,1426,1,25200.0,1
9001902,88304101,0.0,1427,1,12000.0,1
9001902,LOJA,0.0,1428,1,182160.0,1
4744002,PR,0.0,1429,1,30000.0,1
4752100,SC,0.0,1430,1,6000.0,1
4751201,TO,0.0,1431,1,115680.0,1
4753900,MG,0.0,1432,1,1100.0,1
7729202,75460000,0.0,1433,1,58700.0,1
7319002,RO,0.0,1434,1,600000.0,1
6399200,BA,0.0,1435,1,6289113.0,1
7319002,35681314,0.0,1436,1,120000.0,1
9002702,PR,0.0,1437,1,2656500.0,1
9001906,MS,0.0,1438,1,0.0,1
4789007,DF,0.0,1439,1,25415.0,1
9529104,BA,0.0,1440,1,188640.0,1
8712300,PB,0.0,1441,1,352000.0,1
8299799,PR,0.0,1442,1,64800.0,1
4322302,73870000,0.0,1443,1,307200.0,1
1340599,RS,0.0,1444,1,4950.0,1
4321500,MS,0.0,1445,1,66000.0,1
7911200,RJ,0.0,1446,1,1000000.0,1
8592903,SE,0.0,1447,1,160000.0,1
8219901,CENTRO,0.0,1448,1,46100.0,1
4789008,RS,0.0,1449,1,34000.0,1
8299799,PI,0.0,1450,1,48000.0,1
4759801,74946643,0.0,1451,1,123940.0,1
4520005,PI,0.0,1452,1,2356316.0,1
9521500,73930000,0.0,1453,1,540000.0,1
7319002,24230240,0.0,1454,1,523600.0,1
1749400,PR,0.0,1455,1,24750.0,1
3299004,PR,0.0,1456,1,47760.0,1
1749400,BA,0.0,1457,1,324000.0,1
4757100,AL,0.0,1458,1,8093493.0,1
4923002,25963620,0.0,1459,1,700000.0,1
4399199,RR,0.0,1460,1,204000.0,1
9609299,SC,0.0,1461,1,55000.0,1
1096100,SC,0.0,1462,1,1000.0,1
3212400,SP,0.0,1463,1,72000.0,1
4930204,SP,0.0,1464,1,67500.0,1
1099604,PR,0.0,1465,1,262910.0,1
7721700,AM,0.0,1466,1,125000.0,1
4330499,DF,0.0,1467,1,0.0,1
5223100,RO,0.0,1468,1,62400.0,1
8219999,AM,0.0,1469,1,360000.0,1
8592999,GARAVELO RESIDENCIAL PARK,0.0,1470,1,150000.0,1
3314707,BA,0.0,1471,1,3918235.0,1
4520007,MG,0.0,1472,1,525000.0,1
4330403,PR,0.0,1473,1,36000.0,1
4761003,VILA GRIMPAS,0.0,1474,1,2111673.0,1
8599605,89650000,0.0,1475,1,85000.0,1
1413403,GO,0.0,1476,1,35000.0,1
1813001,CIDADE JARDIM,0.0,1477,1,4595808.0,1
9529102,76270000,0.0,1478,1,5500.0,1
4930204,ES,0.0,1479,1,308000.0,1
4743100,SC,0.0,1480,1,28000.0,1
5620101,ES,0.0,1481,1,131250.0,1
9001902,22730020,0.0,1482,1,80000.0,1
4755502,73930000,0.0,1483,1,440000.0,1
5812302,PR,0.0,1484,1,1.0,1
8230001,80530903,0.0,1485,1,220000.0,1
7729202,SITIOS VALE DAS BRISAS,0.0,1486,1,15320.0,1
3319800,PA,0.0,1487,1,67000.0,1
4754701,GO,0.0,1488,1,21500.0,1
9521500,ES,0.0,1489,1,30000.0,1
4752100,CE,0.0,1490,1,207234.0,1
4330403,MG,0.0,1491,1,105000.0,1
7911200,RN,0.0,1492,1,620100.0,1
5813100,SC,0.0,1493,1,250560.0,1
6190699,RN,0.0,1494,1,264000.0,1
4722901,RO,0.0,1495,1,104148.0,1
8592999,88900216,0.0,1496,1,50000.0,1
4755502,CE,0.0,1497,1,97678.0,1
2330399,PR,0.0,1498,1,0.0,1
1622699,PR,0.0,1499,1,755520.0,1
7911200,PI,0.0,1500,1,219984.0,1
1412601,MS,0.0,1501,1,44400.0,1
8592999,DF,0.0,1502,1,2500.0,1
4757100,PE,0.0,1503,1,230193.0,1
1340501,MG,0.0,1504,1,0.0,1
8592999,87045360,0.0,1505,1,35000.0,1
9529199,PR,0.0,1506,1,72000.0,1
4541206,BA,0.0,1507,1,2190000.0,1
3314707,CE,0.0,1508,1,6381059.0,1
4321500,93220250,0.0,1509,1,95250.0,1
9521500,BA,0.0,1510,1,6291775.0,1
7420001,75555000,0.0,1511,1,33200.0,1
3314701,RS,0.0,1512,1,49500.0,1
4783102,SP,0.0,1513,1,250000.0,1
4929902,PE,0.0,1514,1,354000.0,1
5223100,SC,0.0,1515,1,288000.0,1
8592903,RN,0.0,1516,1,50000.0,1
5612100,BA,0.0,1517,1,154000.0,1
1091102,BA,0.0,1518,1,636000.0,1
8599604,TO,0.0,1519,1,170000.0,1
7420002,MG,0.0,1520,1,250000.0,1
1413403,PB,0.0,1521,1,453700.0,1
4729699,RJ,0.0,1522,1,10000.0,1
9001902,05754071,0.0,1523,1,35000.0,1
8020002,RS,0.0,1524,1,308000.0,1
3314707,RO,0.0,1525,1,89600.0,1
7420004,CASA,0.0,1526,1,110000.0,1
9001902,06210050,0.0,1527,1,162500.0,1
7420001,ES,0.0,1528,1,102000.0,1
5612100,PR,0.0,1529,1,608500.0,1
3329501,PB,0.0,1530,1,36000.0,1
1031700,RS,0.0,1531,1,362500.0,1
1091101,MS,0.0,1532,1,84000.0,1
9512600,GO,0.0,1533,1,141200.0,1
8230001,DF,0.0,1534,1,52500.0,1
4713002,MG,0.0,1535,2,0.0,1
2542000,PB,0.0,1536,1,1314048.0,1
4399199,RS,0.0,1537,1,98000.0,1
7420001,87020160,0.0,1538,1,78000.0,1
4729699,MT,0.0,1539,1,150000.0,1
4530705,PR,0.0,1540,1,933559.0,1
9609299,PA,0.0,1541,1,148704.0,1
7739003,76200000,0.0,1542,1,221700.0,1
5912099,PI,0.0,1543,1,300000.0,1
4759899,RS,0.0,1544,1,9900.0,1
3329501,RJ,0.0,1545,1,148200.0,1
5223100,74030065,0.0,1546,1,276000.0,1
5611201,76300000,0.0,1547,1,336000.0,1
5611205,SP,0.0,1548,1,198000.0,1
5812301,PB,0.0,1549,1,317400.0,1
2330399,76730000,0.0,1550,1,63600.0,1
4761001,RJ,0.0,1551,1,300000.0,1
4781400,PI,0.0,1552,1,11200.0,1
9601701,TO,0.0,1553,1,68970.0,1
1412603,AC,0.0,1554,1,80000.0,1
2542000,ES,0.0,1555,1,160000.0,1
5611201,PA,0.0,1556,1,86400.0,1
3313901,RN,0.0,1557,1,546000.0,1
7420001,CE,0.0,1558,1,3944491.0,1
3299003,SE,0.0,1559,1,336675.0,1
1412603,GO,0.0,1560,1,18000.0,1
3299004,GO,0.0,1561,1,37500.0,1
8219999,76510000,0.0,1562,1,43500.0,1
5611204,SP,0.0,1563,1,151000.0,1
3600602,PE,0.0,1564,1,631750.0,1
4757100,RN,0.0,1565,1,513350.0,1
9511800,60712025,0.0,1566,1,119999.0,1
9001901,DF,0.0,1567,1,116800.0,1
3321000,PR,0.0,1568,1,524890.0,1
8592999,TO,0.0,1569,1,194520.0,1
5611203,ES,0.0,1570,1,562038.0,1
3101200,CE,0.0,1571,1,160500.0,1
2539001,76660000,0.0,1572,1,579400.0,1
4929902,RN,0.0,1573,1,210000.0,1
5912099,PB,0.0,1574,1,74900.0,1
4755502,GO,0.0,1575,1,104596.0,1
1521100,GO,0.0,1576,1,5900.0,1
5611203,RN,0.0,1577,1,247500.0,1
5611205,TO,0.0,1578,1,15000.0,1
4732600,BA,0.0,1579,1,1691650.0,1
5812302,DF,0.0,1580,1,0.0,1
9002702,SP,0.0,1581,1,16650.0,1
1629301,MT,0.0,1582,1,304500.0,1
5320202,GO,0.0,1583,1,249600.0,1
5912099,75955000,0.0,1584,1,3000.0,1
4520007,75460032,0.0,1585,1,6500.0,1
4321500,AC,0.0,1586,1,538020.0,1
4399103,72405320,0.0,1587,1,0.0,1
7420004,MS,0.0,1588,1,5900004.0,1
4543900,ES,0.0,1589,1,70000.0,1
9001901,80010120,0.0,1590,1,40500.0,1
5320201,AM,0.0,1591,1,33600.0,1
4789099,MG,0.0,1592,1,188500.0,1
9001902,49095650,0.0,1593,1,100000.0,1
4783101,ES,0.0,1594,1,170000.0,1
5812301,PI,0.0,1595,1,642000.0,1
9002702,RS,0.0,1596,1,1421000.0,1
9001902,MT,0.0,1597,1,107145.0,1
1411801,ES,0.0,1598,1,64460.0,1
4930201,76220000,0.0,1599,1,480000.0,1
9602501,GO,0.0,1600,1,170000.0,1
8592999,ICARAI,0.0,1601,1,350000.0,1
4772500,RJ,0.0,1602,1,367000.0,1
5812301,PR,0.0,1603,1,244800.0,1
8130300,RO,0.0,1604,1,155650.0,1
4543900,PI,0.0,1605,1,1590000.0,1
1095300,TO,0.0,1606,1,48094.0,1
3811400,MG,0.0,1607,1,0.0,1
4520005,29400000,0.0,1608,1,79200.0,1
4530704,MG,0.0,1609,1,0.0,1
7319099,RJ,0.0,1610,1,350000.0,1
4330404,MA,0.0,1611,1,0.0,1
5912001,80420120,0.0,1612,1,75600.0,1
8592999,MT,0.0,1613,1,3000.0,1
4322302,75980000,0.0,1614,1,26500.0,1
4755501,RN,0.0,1615,1,80000.0,1
3319800,MG,0.0,1616,1,0.0,1
9001902,76387794,0.0,1617,1,147900.0,1
8230001,42706100,0.0,1618,1,435769.0,1
7319099,PA,0.0,1619,1,432000.0,1
7319099,RN,0.0,1620,1,200000.0,1
5611201,PI,0.0,1621,1,2605354.0,1
9529105,RN,0.0,1622,1,86400.0,1
8599605,RS,0.0,1623,1,75000.0,1
1094500,SP,0.0,1624,1,193872.0,1
4723700,RJ,0.0,1625,1,8328.0,1
3101200,MS,0.0,1626,1,12371998.0,1
4729699,GO,0.0,1627,1,582650.0,1
4930204,MS,0.0,1628,1,611000.0,1
4713002,MS,0.0,1629,1,629900.0,1
4744002,RS,0.0,1630,1,6000.0,1
7721700,RN,0.0,1631,1,70000.0,1
2512800,SP,0.0,1632,1,31000.0,1
8592999,93701335,0.0,1633,1,60000.0,1
9512600,CASA,0.0,1634,1,265766.0,1
1813099,SC,0.0,1635,1,7283754.0,1
4520001,75440000,0.0,1636,1,317850.0,1
4723700,PR,0.0,1637,1,57400.0,1
7739099,74936250,0.0,1638,1,211200.0,1
4924800,VILA 3 DE MARCO,0.0,1639,1,836160.0,1
8299799,GO,0.0,1640,1,10000.0,1
2532201,RS,0.0,1641,1,2400000.0,1
5620104,MS,0.0,1642,1,785345.0,1
4789005,MS,0.0,1643,1,414000.0,1
4773300,RJ,0.0,1644,1,213628.0,1
161003,MS,0.0,1645,1,837408.0,1
1412602,RN,0.0,1646,1,235000.0,1
8299799,TO,0.0,1647,1,68000.0,1
7739099,MG,0.0,1648,1,15000.0,1
9001902,JARDIM ESMERALDA,0.0,1649,1,50000.0,1
5620104,DF,0.0,1650,1,0.0,1
4789003,MG,0.0,1651,1,1067183999.0,1
1749400,GUARA II,0.0,1652,1,12000.0,1
9001902,76630000,0.0,1653,1,308684.0,1
4751202,SC,0.0,1654,1,1032901.0,1
3314701,MG,0.0,1655,1,3300.0,1
8219999,SE,0.0,1656,1,210000.0,1
3299002,SC,0.0,1657,1,41000.0,1
4929901,PR,0.0,1658,1,103960.0,1
5912099,RJ,0.0,1659,1,10000.0,1
5811500,MG,0.0,1660,1,78000.0,1
7319099,77433270,0.0,1661,1,18000.0,1
4330404,ES,0.0,1662,1,230000.0,1
161003,PA,0.0,1663,1,790800.0,1
4761003,PA,0.0,1664,1,653249.0,1
4789002,BA,0.0,1665,1,304680.0,1
9001906,77816060,0.0,1666,1,10000.0,1
4753900,PR,0.0,1667,1,61587.0,1
4789008,PB,0.0,1668,1,541000.0,1
8592999,93218270,0.0,1669,1,70000.0,1
5620103,PR,0.0,1670,1,540000.0,1
5611203,PI,0.0,1671,1,26400.0,1
7420001,29056255,0.0,1672,1,215000.0,1
8592999,CASA,0.0,1673,1,50000.0,1
8299799,RS,0.0,1674,1,12000.0,1
4321500,RJ,0.0,1675,1,625418.0,1
9529105,SE,0.0,1676,1,52000.0,1
1813001,76270000,0.0,1677,1,2720.0,1
2342702,75398000,0.0,1678,1,390000.0,1
5813100,MS,0.0,1679,1,3399594.0,1
5812301,RO,0.0,1680,1,362310.0,1
9609299,ES,0.0,1681,1,92000.0,1
5912099,PA,0.0,1682,1,582500.0,1
4789099,PB,0.0,1683,1,102000.0,1
5819100,PE,0.0,1684,1,148920.0,1
4929902,RS,0.0,1685,1,350000.0,1
7911200,AM,0.0,1686,1,41600.0,1
4929901,GO,0.0,1687,1,50000.0,1
9329899,SETOR VILA NOVA,0.0,1688,1,447360.0,1
4755503,ES,0.0,1689,1,97500.0,1
4759899,PR,0.0,1690,1,31980.0,1
1531901,GO,0.0,1691,1,318250.0,1
4930202,SC,0.0,1692,1,25000.0,1
4322302,87550057,0.0,1693,1,180000.0,1
3299003,MA,0.0,1694,1,644240.0,1
4520002,TO,0.0,1695,1,145890.0,1
9529105,RJ,0.0,1696,1,204051.0,1
4732600,PB,0.0,1697,1,620000.0,1
4329101,APT 803,0.0,1698,1,133400.0,1
7723300,SC,0.0,1699,1,81060.0,1
4330404,BA,0.0,1700,1,6118464.0,1
8599699,CASA,0.0,1701,1,15000.0,1
4712100,MS,0.0,1702,1,228750.0,1
3101200,75065180,0.0,1703,1,69720.0,1
4759899,RJ,0.0,1704,1,616994.0,1
2512800,SE,0.0,1705,1,200000.0,1
5590699,PA,0.0,1706,1,2132910.0,1
5611204,RJ,0.0,1707,1,5815152.0,1
7319002,DF,0.0,1708,1,0.0,1
4759801,MG,0.0,1709,1,100000.0,1
4789004,RJ,0.0,1710,1,68500.0,1
8592902,40060090,0.0,1711,1,320000.0,1
3329501,MA,0.0,1712,1,4500.0,1
4789004,GO,0.0,1713,1,96000.0,1
7733100,RS,0.0,1714,1,114000.0,1
7739099,BA,0.0,1715,1,611380.0,1
8599603,PB,0.0,1716,1,138000.0,1
4321500,76660000,0.0,1717,1,420000.0,1
4399103,ES,0.0,1718,1,620010.0,1
9511800,MT,0.0,1719,1,60000.0,1
3101200,FAZENDA GRANDE IV,0.0,1720,1,180000.0,1
3220500,BA,0.0,1721,1,1706668.0,1
4763601,MG,0.0,1722,1,999999.0,1
5812301,CE,0.0,1723,1,167880.0,1
4322302,ES,0.0,1724,1,4000.0,1
1352900,SP,0.0,1725,1,3600.0,1
4751201,13254413,0.0,1726,1,2800.0,1
2599301,PR,0.0,1727,1,2715214.0,1
9001901,04166003,0.0,1728,1,40000.0,1
7721700,CE,0.0,1729,1,637260.0,1
3299003,MG,0.0,1730,1,0.0,1
4520001,73930000,0.0,1731,1,478335.0,1
8129000,MG,0.0,1732,1,69600.0,1
1351100,SP,0.0,1733,1,82950.0,1
4723700,RO,0.0,1734,1,17500.0,1
5611201,AL,0.0,1735,1,7604629.0,1
4761001,93032205,0.0,1736,1,236400.0,1
5611203,AL,0.0,1737,1,1904256.0,1
4321500,75810000,0.0,1738,1,648053298.0,1
1033302,SC,0.0,1739,1,340000.0,1
8592903,MS,0.0,1740,1,2352555.0,1
4923001,PE,0.0,1741,1,360000.0,1
4762800,SP,0.0,1742,1,27010.0,1
4781400,AREAL (AGUAS CLARAS),0.0,1743,1,42000.0,1
4929901,RS,0.0,1744,1,84000.0,1
8230001,CASA casa,0.0,1745,1,36000.0,1
9609299,PE,0.0,1746,1,120000.0,1
5611201,MT,0.0,1747,1,456120.0,1
5812301,AL,0.0,1748,1,100000.0,1
4724500,PB,0.0,1749,1,14168132.0,1
9602501,SE,0.0,1750,1,100000.0,1
8219999,AL,0.0,1751,1,40000.0,1
4789099,PE,0.0,1752,1,232580.0,1
7420001,88308600,0.0,1753,1,496032.0,1
9602501,RJ,0.0,1754,1,359976.0,1
4330499,MS,0.0,1755,1,315000.0,1
5912099,MT,0.0,1756,1,750015.0,1
9529102,75950000,0.0,1757,1,12000.0,1
4520005,RO,0.0,1758,1,27650.0,1
5811500,PE,0.0,1759,1,116800.0,1
5611205,PB,0.0,1760,1,480000.0,1
121101,CE,0.0,1761,1,805480.0,1
9001902,75180000,0.0,1762,1,302500.0,1
8299703,MG,0.0,1763,1,56750.0,1
3314711,MG,0.0,1764,1,0.0,1
4330404,CENTRO,0.0,1765,1,3160753.0,1
4520007,GO,0.0,1766,1,7700.0,1
4330499,BA,0.0,1767,1,5817275.0,1
4789002,95250000,0.0,1768,1,4500.0,1
8592999,PB,0.0,1769,1,252100.0,1
4772500,75795000,0.0,1770,1,30550.0,1
1821100,MG,0.0,1771,1,75000.0,1
9511800,73760000,0.0,1772,1,474000.0,1
8599603,RJ,0.0,1773,1,0.0,1
5811500,BA,0.0,1774,1,31450.0,1
3101200,PB,0.0,1775,1,650000.0,1
