CNAE,UF,score,ranking,count_contratos,valor_medio,n_orgaos
4399105,GO,22.9,585,4,37250.0,1
9529105,75620000,22.8,586,4,142500.0,1
1091102,RS,22.8,587,4,330318.75,3
4520002,BA,22.7,588,4,2584956.25,4
5819100,GO,22.5,589,4,100750.0,2
1093701,GO,22.5,590,4,330116.25,3
1813001,SP,22.5,591,4,38527.5,3
3299099,SC,22.3,592,4,2382412.5,4
5223100,PR,22.2,593,4,269460.0,3
3702900,GO,22.2,594,4,259375.0,3
9329899,RJ,22.2,595,4,66250.0,1
4721102,MG,22.2,596,4,274712.5,3
8599699,89260785,22.1,597,4,112915.25,1
1091102,ES,22.1,598,4,193822.5,2
4322301,RS,22.0,599,4,159400.0,3
5819100,BA,22.0,600,4,1318692.0,4
4321500,TO,21.9,601,4,104350.0,1
9001906,76730000,21.9,602,4,86250.0,1
3299003,GO,21.7,603,4,180325.0,3
8599604,JARDIM SANTA BARBARA,21.6,604,4,61125.0,1
4923002,RS,21.6,605,4,114164.0,3
5812302,SP,21.4,606,4,53419.75,4
7911200,RS,21.4,607,4,100091.75,3
9602501,ES,21.0,608,4,277000.0,3
4789099,RS,21.0,609,4,71347.5,3
4743100,RS,20.8,610,4,213599.0,4
9609299,CE,20.8,611,4,298700.0,3
4520002,73760000,20.7,612,4,23375.0,1
9529105,MG,20.6,613,4,234340.0,4
159802,PR,20.5,614,4,4850.0,1
9602502,PR,20.4,615,4,200523.75,4
1412601,MG,20.4,616,4,195362.5,4
9001906,PB,20.3,617,4,229125.0,3
8592903,GO,20.3,618,4,250500.0,4
4530704,GO,20.3,619,4,675027.5,1
1412602,PE,20.3,620,4,50875.0,2
7721700,MG,20.3,621,4,188795.0,4
3299002,SP,20.3,622,4,1537.5,2
4781400,RN,20.3,623,4,223000.0,3
4789099,GO,20.2,624,4,175543.5,4
9529102,PR,20.2,625,4,215768.75,4
4751201,ES,20.2,626,4,659750.0,4
3299099,RS,20.2,627,4,123043.25,4
4520005,75795000,20.2,628,4,24950.0,1
1091102,MG,20.2,629,4,155221.25,4
9511800,RJ,20.0,630,4,495168.75,4
8599604,RJ,19.7,631,4,365000.0,4
9521500,PR,19.7,632,4,112525.0,4
1813001,PR,19.5,633,4,91607.5,4
8230001,MA,19.5,634,4,297625.0,3
7990200,PR,19.4,635,4,83750.0,4
3319800,RS,19.3,636,4,14575.0,3
7420001,PE,19.2,637,4,269905.0,4
8712300,GO,18.9,638,4,199062.5,1
1412602,PR,18.8,639,4,51320.25,4
4744099,MG,18.8,640,4,47616.0,4
4399103,BA,18.7,641,4,4463345.0,3
9329899,ES,18.7,642,4,124600.0,4
8230001,TO,18.5,643,4,400850.0,4
4789002,SC,18.0,644,4,13280.0,3
9001902,73950000,18.0,645,4,24750.0,1
4729699,MG,17.9,646,4,19332.5,4
5620101,BA,17.6,647,4,1141206.25,3
3811400,BA,17.4,648,4,924110.0,3
4322302,MA,16.8,649,4,1726400.5,3
4763601,RS,16.2,650,4,120100.0,3
9601701,BA,16.2,651,4,74121.25,2
4712100,PB,15.9,652,4,414857.75,3
4929902,BA,15.3,653,4,5033706.5,2
4924800,PE,15.2,654,4,14790152.25,2
9001902,PI,14.0,655,4,52500.0,1
5612100,SP,13.1,656,4,24495.0,2
4924800,RS,10.8,657,4,10124.25,2
4930201,MS,10.4,658,4,1071750.0,1
3702900,PR,5.4,659,3,473270.0,3
9529102,PE,4.9,660,3,547078.3333333334,3
7420002,RS,4.9,661,3,80000.0,3
5620104,ES,4.8,662,3,241976.66666666663,3
8219999,74455552,4.8,663,3,466666.6666666667,3
8230002,ES,4.7,664,3,148476.66666666666,3
4329101,GO,4.7,665,3,60500.0,3
4520006,SE,4.6,666,3,220400.0,3
4789004,RN,4.5,667,3,93333.33333333331,3
1091101,RJ,4.5,668,3,96530.0,3
3314707,76152000,4.5,669,3,136183.33333333334,3
4743100,75175000,4.5,670,3,119166.66666666669,3
9511800,SE,4.4,671,3,119600.0,3
4789099,PR,4.4,672,3,19742.666666666668,3
5819100,74393120,4.4,673,3,108128.0,3
1412603,NOVA VILA JAIARA,4.4,674,3,90158.0,3
9001901,PB,4.3,675,3,73766.66666666667,3
4789003,PR,4.2,676,3,458476.3333333333,2
161003,BA,4.2,677,3,832833.3333333334,2
1813099,76105000,4.2,678,3,46633.333333333336,3
4729699,MS,4.1,679,3,1536837.6666666667,2
8129000,74942150,3.9,680,3,805520.3333333334,2
4772500,SP,3.8,681,3,219735.3333333333,3
4757100,GO,3.7,682,3,4235011.333333333,1
1629301,RN,3.7,683,3,315256.6666666667,2
4321500,VILA BARROS,3.6,684,3,360000.0,2
7911200,GO,3.6,685,3,44633.333333333336,2
1412601,76270000,3.6,686,3,233296.66666666663,2
4322301,SP,3.6,687,3,263187.6666666667,1
4789002,76105000,3.6,688,3,192166.66666666663,2
5620101,76230000,3.6,689,3,225000.0,2
9001906,75620000,3.6,690,3,271666.6666666667,2
4322302,75490000,3.5,691,3,155500.0,2
4785799,SP,3.5,692,3,165074.0,1
9001901,CRISTO REI,3.5,693,3,212400.0,2
8219999,PE,3.5,694,3,171666.66666666666,2
3101200,ES,3.5,695,3,109000.0,2
1091101,76730000,3.5,696,3,122166.66666666669,2
5611204,MG,3.4,697,3,919248.3333333334,1
4520006,SC,3.3,698,3,936028.3333333334,3
4789001,GO,3.3,699,3,14958.333333333334,2
1813099,PR,3.2,700,3,157473.33333333334,3
7911200,PR,3.2,701,3,165125.33333333334,3
4530703,RJ,3.2,702,3,668266.6666666666,3
4753900,MA,3.1,703,3,611639.6666666666,3
4399199,PR,3.1,704,3,6941591.0,2
4723700,PB,3.0,705,3,245864.66666666663,3
7721700,ES,3.0,706,3,187116.66666666663,3
1096100,RS,3.0,707,3,2706599.6666666665,2
5212500,SC,3.0,708,3,449611.3333333333,1
9601701,SP,2.9,709,3,267373.3333333333,2
2539001,PR,2.9,710,3,40409227.66666666,3
2532201,RO,2.9,711,3,391546.3333333333,1
4520006,CE,2.9,712,3,419333.3333333333,1
4520008,SP,2.9,713,3,9866.666666666666,1
4755503,PR,2.8,714,3,68666.66666666667,1
8230002,CE,2.8,715,3,213038.66666666663,1
9511800,TO,2.8,716,3,120319.66666666669,3
4543900,BA,2.8,717,3,100000.0,1
1359600,JARDIM VITORIA,2.8,718,3,207333.3333333333,1
9602501,PI,2.8,719,3,216666.66666666663,1
5620103,RS,2.8,720,3,45834.0,1
8219901,CE,2.8,721,3,253000.0,1
1813001,PA,2.8,722,3,200546.66666666663,1
5912099,PR,2.7,723,3,30600.0,1
4755503,SP,2.7,724,3,83633.33333333333,2
3299099,ES,2.7,725,3,123833.33333333331,1
4399103,CASA,2.7,726,3,161760.0,1
4759801,RS,2.7,727,3,26750.0,1
4743100,GO,2.7,728,3,11300.0,3
9700500,SP,2.7,729,3,74666.66666666667,2
9601703,SP,2.7,730,3,78509.33333333333,2
4399105,75635000,2.6,731,3,62333.333333333336,1
2539001,AL,2.6,732,3,60000.0,1
3313999,RS,2.6,733,3,5454585.0,3
4399103,PE,2.6,734,3,71000.0,1
4744099,PR,2.6,735,3,321151.3333333333,2
3220500,SP,2.5,736,3,21000.0,2
8592902,MS,2.5,737,3,35000.0,1
4757100,MG,2.5,738,3,7933.333333333333,1
4712100,PR,2.5,739,3,204889.0,2
3101200,PA,2.5,740,3,62726.66666666666,1
5912099,BA,2.5,741,3,385666.6666666667,2
5229002,SP,2.5,742,3,21000.0,2
3299099,MG,2.5,743,3,206670.0,2
8130300,GO,2.5,744,3,187366.66666666663,2
4721102,PR,2.5,745,3,216963.3333333333,2
4330499,RS,2.4,746,3,64666.66666666666,2
2512800,PR,2.4,747,3,2259450.0,3
8599604,CE,2.4,748,3,653430.6666666666,2
4789002,76056149,2.4,749,3,20800.0,1
3299002,GO,2.4,750,3,5000.0,1
9529105,PR,2.4,751,3,110000.0,2
3314707,PR,2.4,752,3,140833.33333333334,2
1095300,RS,2.4,753,3,3100.0,1
4330402,SC,2.4,754,3,192044.0,2
8129000,RS,2.4,755,3,1678332.0,3
7319002,82620300,2.4,756,3,29700.0,1
1091102,PR,2.4,757,3,91211.33333333331,2
8593700,SP,2.4,758,3,190946.66666666663,3
8712300,PR,2.3,759,3,1026936.3333333334,3
4321500,75480000,2.3,760,3,20606.666666666668,1
4744002,SP,2.3,761,3,6116.666666666667,2
6190699,CE,2.3,762,3,264000.0,2
9529102,73850000,2.3,763,3,12166.666666666666,1
4721102,75820000,2.3,764,3,13688.333333333334,1
4761003,PR,2.3,765,3,1670162.0,3
4755502,RS,2.3,766,3,1027947.0,3
4399105,MG,2.3,767,3,73333.33333333333,2
9001906,BA,2.3,768,3,173333.33333333334,2
4789001,PR,2.3,769,3,1550312.0,3
4520005,MT,2.2,770,3,172800.0,2
4744099,RN,2.2,771,3,86583.33333333333,2
9529199,SP,2.2,772,3,59833.333333333336,3
4761003,MG,2.2,773,3,609780.6666666666,3
5819100,RS,2.1,774,3,253318.0,3
8129000,PR,2.1,775,3,471200.0,3
4772500,PR,2.1,776,3,300119.6666666667,3
4789002,ES,2.1,777,3,41846.66666666666,2
4923001,MG,2.1,778,3,371637.3333333333,3
1091101,PB,2.1,779,3,872016.6666666666,3
3329501,SP,2.1,780,3,35540.0,3
9512600,BA,2.1,781,3,514419.3333333333,3
1094500,PR,2.1,782,3,462140.6666666667,3
9529199,MG,2.1,783,3,276624.0,3
8599603,RS,2.1,784,3,287533.3333333333,3
9602501,MG,2.1,785,3,435366.6666666667,3
4724500,BA,2.0,786,3,366631.3333333333,3
5611203,PB,2.0,787,3,449416.6666666667,3
2539001,MG,2.0,788,3,149548.33333333334,3
7319002,ES,2.0,789,3,426500.0,3
4729699,PR,2.0,790,3,180500.0,3
3314707,MG,2.0,791,3,180840.0,3
4520003,PR,2.0,792,3,6851632.666666667,2
4330499,GO,2.0,793,3,178000.0,3
9001906,RJ,2.0,794,3,621330.6666666666,3
4322302,CE,2.0,795,3,891758.6666666666,3
4520006,RN,2.0,796,3,598483.3333333334,3
5912099,SC,2.0,797,3,387344.0,3
4520003,BA,2.0,798,3,367231.6666666667,3
4789001,MG,2.0,799,3,144050.0,3
9521500,GO,2.0,800,3,12000.0,2
5811500,PR,2.0,801,3,125480.0,3
9602502,SC,2.0,802,3,282573.3333333333,3
4753900,RJ,1.9,803,3,267500.0,3
9609299,GO,1.9,804,3,103266.66666666669,3
8599604,PB,1.9,805,3,232840.0,3
4789005,GO,1.9,806,3,103033.33333333331,3
9001901,BA,1.9,807,3,254120.3333333333,3
5611205,MG,1.9,808,3,59733.333333333336,3
7420001,BA,1.9,809,3,190666.66666666663,3
4330403,GO,1.9,810,3,101783.33333333331,3
4723700,RN,1.9,811,3,218533.3333333333,3
3600602,SE,1.9,812,3,1000000.0,1
7420004,SC,1.9,813,3,142353.0,3
4789002,PR,1.9,814,3,115236.66666666669,3
4322302,SC,1.9,815,3,297433.3333333333,3
4520001,CE,1.9,816,3,350786.6666666667,3
4322302,RJ,1.9,817,3,350968.3333333333,3
4321500,BA,1.8,818,3,4143760.0,2
4753900,RN,1.8,819,3,143816.66666666666,3
3321000,SC,1.8,820,3,102006.66666666669,3
7319099,SC,1.8,821,3,98175.0,3
9001906,CE,1.8,822,3,108040.0,3
4520006,ES,1.8,823,3,108656.66666666669,3
8599699,BA,1.8,824,3,68000.0,3
4724500,MG,1.8,825,3,44399.66666666666,3
9001906,SC,1.8,826,3,75833.33333333333,3
5223100,MG,1.7,827,3,568000.0,2
5611204,SC,1.7,828,3,49882.0,1
8219999,DF,1.7,829,3,4327.333333333333,2
9511800,ES,1.7,830,3,71959.66666666667,3
8230001,AL,1.6,831,3,71466.66666666667,3
4321500,PB,1.5,832,3,425000.0,2
4759801,PR,1.5,833,3,88354.33333333333,2
9700500,PR,1.5,834,3,83200.0,2
9001901,PE,1.5,835,3,528692.3333333334,2
4923001,PB,1.5,836,3,378080.0,2
1340599,SC,1.5,837,3,379813.0,2
9529102,DF,1.5,838,3,370203.0,2
8130300,MS,1.4,839,3,233333.3333333333,2
5612100,RS,1.4,840,3,39633.333333333336,2
4399103,MT,1.1,841,3,267880.0,1
2349499,MS,1.0,842,3,80000.0,1
3299004,RJ,0.2,843,2,153900.0,2
5912001,RS,0.2,844,2,210000.0,2
4520005,RJ,0.2,845,2,342200.0,2
7420003,RS,0.2,846,2,22000.0,2
4744099,RJ,0.2,847,2,1390952.5,2
7739099,RS,0.2,848,2,106500.0,2
4757100,ES,0.2,849,2,588155.0,2
9609206,SP,0.2,850,2,329625.0,1
9001901,80320050,0.2,851,2,270250.0,2
4520006,76555000,0.2,852,2,482125.0,2
4789002,76400000,0.2,853,2,187200.0,2
4789003,GO,0.2,854,2,49920.0,2
9529102,CENTRO,0.2,855,2,304600.0,2
1359600,MG,0.2,856,2,29000.0,2
7911200,PE,0.2,857,2,97771.0,2
4520006,75175000,0.2,858,2,195475.0,2
7912100,RN,0.2,859,2,349759.5,2
4321500,75093445,0.2,860,2,367000.0,2
4753900,ES,0.2,861,2,451950.0,2
1352900,ES,0.2,862,2,151875.0,2
4773300,SP,0.2,863,2,50465.5,2
4712100,SC,0.2,864,2,7785800.0,1
8599699,MS,0.2,865,2,648000.0,2
5812301,76330000,0.2,866,2,263985.0,2
4729601,SC,0.2,867,2,67500.0,2
4741500,RS,0.2,868,2,3108509.5,1
3600602,RN,0.2,869,2,8811913.0,1
4759801,MS,0.2,870,2,1681818.0,2
7739099,MA,0.2,871,2,348750.0,2
4520001,TO,0.2,872,2,390000.0,2
7319099,76200000,0.2,873,2,279000.0,2
4763601,BA,0.2,874,2,3512086.0,1
4781400,76330000,0.2,875,2,432000.0,2
5819100,PB,0.2,876,2,512368.5,2
4744099,MS,0.2,877,2,108543.0,2
7319099,75460000,0.2,878,2,392800.0,2
4759899,SC,0.2,879,2,58813.0,2
7990200,SC,0.2,880,2,127025.0,2
7739003,TO,0.2,881,2,208500.0,2
3299002,MS,0.2,882,2,294557.5,2
6190699,ES,0.2,883,2,2601928.5,2
4761003,RN,0.2,884,2,222136.5,2
4761003,RJ,0.2,885,2,216438.5,2
3311200,PB,0.2,886,2,175000.0,2
4759801,GO,0.1,887,2,43000.0,2
4751202,RN,0.1,888,2,167250.0,2
4756300,RJ,0.1,889,2,42500.0,1
4520001,76555000,0.1,890,2,612000.0,1
5620102,MG,0.1,891,2,547840.0,2
9511800,PA,0.1,892,2,670727.5,1
7319002,SE,0.1,893,2,75075.0,2
1813099,PB,0.1,894,2,60000.0,1
3314702,MG,0.1,895,2,253000.0,1
5590699,MG,0.1,896,2,360000.0,2
8599605,MA,0.1,897,2,432315.0,1
9001902,75400000,0.1,898,2,64000.0,2
8592999,SE,0.1,899,2,100000.0,1
3313901,CE,0.1,900,2,132000.0,1
159801,SP,0.1,901,2,90000.0,1
4754701,RJ,0.1,902,2,1809917.0,1
8230001,CONJUNTO ROMILDO FERREIRA DO AMARAL,0.1,903,2,50500.0,2
8599604,MT,0.1,904,2,130500.0,2
6190699,MG,0.1,905,2,62620.0,2
4520005,MS,0.1,906,2,7920.0,2
4754701,MS,0.1,907,2,225850.0,2
4930201,SC,0.1,908,2,559020.0,2
7990200,RS,0.1,909,2,232500.0,2
4721102,RS,0.1,910,2,1340349.5,2
1821100,75650000,0.1,911,2,162895.0,1
4761001,PR,0.1,912,2,407552.5,2
4520002,SC,0.1,913,2,19401000.0,2
4759899,GO,0.1,914,2,550000.0,1
2539001,PB,0.1,915,2,158600.0,2
7732201,BA,0.1,916,2,2593774.0,2
161002,BA,0.1,917,2,3435168.0,1
3212400,RS,0.1,918,2,122750.0,1
1352900,MG,0.1,919,2,160815.0,2
4520001,73760000,0.1,920,2,9250.0,1
8592902,RJ,0.1,921,2,55000.0,2
4723700,PE,0.1,922,2,731941.0,2
1622699,MG,0.1,923,2,239750.0,2
161003,RS,0.1,924,2,1104450.0,2
4789099,MS,0.1,925,2,37524.0,1
4732600,GO,0.1,926,2,72600.0,1
9521500,SC,0.1,927,2,2119853.0,1
8599699,PB,0.1,928,2,310860.0,2
5811500,RJ,0.1,929,2,70250.0,2
8599603,BA,0.1,930,2,162000.5,2
2512800,RS,0.1,931,2,152499.0,2
9602501,BA,0.1,932,2,3752352.0,2
8230001,PA,0.1,933,2,175000.0,2
5611204,BA,0.1,934,2,435000.0,2
5320202,BA,0.1,935,2,84000.0,1
4322301,MG,0.1,936,2,81500.0,2
8593700,PR,0.1,937,2,25000.0,1
5612100,MG,0.1,938,2,5900.0,2
1412601,GO,0.1,939,2,73797.5,2
4783101,SP,0.1,940,2,55000.0,2
4543900,MG,0.1,941,2,462932.5,2
4789099,RN,0.1,942,2,74825.0,2
7319002,SC,0.1,943,2,2364523.0,2
4330404,SC,0.1,944,2,363747.5,2
1629301,RS,0.1,945,2,105000.0,2
1412603,MA,0.1,946,2,132600.0,2
4752100,MG,0.1,947,2,54250.0,1
5819100,AM,0.1,948,2,289250.0,1
7723300,ES,0.1,949,2,145250.0,1
1412603,MG,0.1,950,2,85424.0,1
4772500,PB,0.1,951,2,275598.5,1
3299004,SP,0.1,952,2,116100.0,2
7729202,PA,0.1,953,2,402875.0,2
9001901,80050250,0.1,954,2,32400.0,1
5611204,RS,0.1,955,2,34250.0,2
8130300,PE,0.1,956,2,135000.0,2
8592999,52030010,0.1,957,2,40000.0,1
4330405,SP,0.1,958,2,170000.0,2
161003,GO,0.1,959,2,89425.0,2
4930202,GO,0.1,960,2,417660.0,2
1721400,SP,0.1,961,2,20923.0,1
4763602,ES,0.1,962,2,490763.5,1
7729202,PR,0.1,963,2,126500.0,2
3101200,RJ,0.1,964,2,172450.0,1
5320201,SP,0.1,965,2,202000.0,2
4743100,PE,0.1,966,2,10300.0,2
7420002,BA,0.1,967,2,184000.0,2
161003,MT,0.1,968,2,166420.0,1
7912100,SP,0.1,969,2,151770.0,2
9001902,82940050,0.1,970,2,46800.0,1
9529105,BA,0.1,971,2,165005.0,1
7729202,RN,0.1,972,2,763999.5,2
5620102,BA,0.1,973,2,107000.0,2
9511800,SC,0.1,974,2,94500.0,2
161003,SP,0.1,975,2,93090.0,2
7739099,GO,0.1,976,2,630000.0,1
3811400,SP,0.1,977,2,336900.0,2
4929902,SC,0.1,978,2,703533.0,2
9512600,MG,0.1,979,2,348010.0,1
8599603,SP,0.1,980,2,40000.0,2
9001901,82560430,0.1,981,2,204300.0,1
4761003,AL,0.1,982,2,368874.0,1
4744001,GO,0.1,983,2,148850.0,2
3321000,LAS PALMAS,0.1,984,2,467350.0,1
9001902,75375000,0.1,985,2,54250.0,2
4712100,PI,0.1,986,2,424472.5,2
4755502,RJ,0.1,987,2,13720.0,2
4399105,PB,0.1,988,2,310650.0,1
9529199,GO,0.1,989,2,17650.0,1
4755503,MG,0.1,990,2,40846687.5,2
5611204,CE,0.1,991,2,595000.0,1
7490102,SP,0.1,992,2,56500.0,1
4759899,MG,0.1,993,2,9849828.0,2
3314701,SP,0.1,994,2,3650.0,1
8592999,GO,0.1,995,2,399500.0,2
7420004,MT,0.1,996,2,245000.0,1
4744099,PE,0.1,997,2,13955.0,2
4722901,MG,0.1,998,2,193200.0,1
1629301,GO,0.1,999,2,192235.0,2
7911200,MG,0.1,1000,2,3486840.0,2
1091102,SC,0.1,1001,2,174670.0,2
4781400,CE,0.1,1002,2,291375.0,2
8592999,CE,0.1,1003,2,61857.5,2
3313999,GO,0.1,1004,2,306400.0,2
6190699,RS,0.1,1005,2,40000.0,2
5620102,GO,0.1,1006,2,307600.0,2
4789099,76710000,0.1,1007,2,15299.0,1
4923002,MG,0.1,1008,2,981890.0,2
1091101,GO,0.1,1009,2,164665.0,2
5620102,RS,0.1,1010,2,25000.0,1
9511800,PE,0.1,1011,2,309430.0,2
8599699,13091140,0.1,1012,2,333880.0,1
8130300,PB,0.1,1013,2,181050.0,1
1813099,MG,0.1,1014,2,3137263.0,2
4742300,SP,0.1,1015,2,7117.0,1
9329899,PE,0.1,1016,2,35000.0,1
4520007,BA,0.1,1017,2,2129344.0,2
9601701,MG,0.1,1018,2,75380.0,2
7729202,BA,0.1,1019,2,476400.0,2
5223100,RS,0.1,1020,2,40800.0,2
8219999,75398000,0.1,1021,2,44955.0,2
3314710,PR,0.1,1022,2,7690.0,2
4722901,PB,0.1,1023,2,1168405.0,2
7729202,ES,0.1,1024,2,184508.5,2
8599604,MA,0.1,1025,2,79500.0,1
3299099,PB,0.1,1026,2,450000.0,2
1340501,PR,0.1,1027,2,114346.0,1
5912099,80050370,0.1,1028,2,22950.0,1
4399103,DF,0.1,1029,2,30000.0,2
9001902,MA,0.1,1030,2,112500.0,2
9529105,SC,0.1,1031,2,27000.0,2
3299004,MG,0.1,1032,2,30122.0,2
4754702,40285450,0.1,1033,2,898116.5,1
4751202,GO,0.1,1034,2,201500.0,1
8592903,RJ,0.1,1035,2,285000.0,2
9001906,12237821,0.1,1036,2,16550.0,1
4759801,MT,0.1,1037,2,157010.0,2
3313901,SP,0.1,1038,2,194500.0,2
4923001,GO,0.1,1039,2,348750.0,2
5590699,SP,0.1,1040,2,92500.0,2
9609299,35160350,0.1,1041,2,38500.0,2
4742300,CE,0.1,1042,2,93000.0,1
3313901,PR,0.1,1043,2,582240.0,1
8219999,ES,0.1,1044,2,744903.5,1
9700500,SC,0.1,1045,2,52150.0,2
8299707,95240000,0.1,1046,2,525.0,1
161002,MG,0.1,1047,2,424950.0,2
4742300,GO,0.1,1048,2,210000.0,2
4763604,GO,0.1,1049,2,64950.0,1
7739003,PR,0.1,1050,2,92000.0,2
4781400,ES,0.1,1051,2,50455.0,2
7739003,ES,0.1,1052,2,495275.0,2
7739003,BA,0.1,1053,2,221000.0,2
4751202,BA,0.1,1054,2,74940.5,2
3314720,SP,0.1,1055,2,177500.0,2
5611201,RN,0.1,1056,2,767500.0,2
9001906,29052120,0.1,1057,2,40000.0,1
7319002,76220000,0.1,1058,2,405000.0,1
9001901,80250030,0.1,1059,2,28350.0,1
9001901,28894020,0.1,1060,2,13840.0,1
4712100,SE,0.1,1061,2,7644535.5,2
9001906,CENTRO,0.1,1062,2,104400.0,1
4754701,MG,0.1,1063,2,377000.0,2
4789002,MG,0.1,1064,2,94850.0,2
7319099,PB,0.1,1065,2,647500.0,2
4789005,AM,0.1,1066,2,50500.0,2
3321000,BA,0.1,1067,2,601000.0,2
9601701,RS,0.1,1068,2,8000.0,2
4729699,RS,0.1,1069,2,548700.0,2
4759899,76630000,0.1,1070,2,90000.0,1
1412602,ES,0.1,1071,2,105500.0,2
9001901,CE,0.1,1072,2,55000.0,1
8230002,PR,0.1,1073,2,878749.5,2
4751201,SE,0.1,1074,2,279740.0,2
7721700,BA,0.1,1075,2,487450.0,2
4743100,76202668,0.1,1076,2,38750.0,1
4722902,PA,0.1,1077,2,293461.0,1
9001902,99250000,0.1,1078,2,80000.0,2
5611204,PR,0.1,1079,2,65005.0,2
7420001,DF,0.1,1080,2,279780.0,2
5611201,RO,0.1,1081,2,191736.0,2
4712100,PA,0.1,1082,2,9975.0,1
4761001,SC,0.1,1083,2,30000.0,2
4789099,ES,0.1,1084,2,173490.0,2
9529105,DF,0.1,1085,2,298249.5,2
4322302,MT,0.1,1086,2,316950.0,2
8291100,RS,0.1,1087,2,82400.0,1
4929902,GO,0.1,1088,2,245500.0,2
4330405,SC,0.1,1089,2,2210312.5,1
4520007,RS,0.1,1090,2,9953.0,2
4757100,RS,0.1,1091,2,6570.0,2
8593700,ES,0.1,1092,2,20425.0,1
4789004,RS,0.1,1093,2,106354399.5,2
4789099,76540000,0.1,1094,2,27300.0,1
1412601,RJ,0.1,1095,2,102600.0,1
8599699,12221520,0.1,1096,2,109200.0,1
8599603,PR,0.1,1097,2,237288.0,2
9700500,TEREZA CRISTINA,0.1,1098,2,78300.0,1
4763602,MS,0.1,1099,2,25792.5,2
5912001,SC,0.1,1100,2,12000.0,1
4321500,RN,0.1,1101,2,4932107.5,2
4543900,SP,0.1,1102,2,3300.0,1
4789003,SC,0.1,1103,2,16530.0,2
4772500,RS,0.1,1104,2,50060.0,2
3101200,PE,0.1,1105,2,203630.0,2
9512600,75466438,0.1,1106,2,218249.0,1
5620104,PE,0.1,1107,2,22830.0,2
5611203,RO,0.1,1108,2,34620.0,2
5811500,SC,0.1,1109,2,179160.0,2
4756300,MS,0.1,1110,2,90000.0,1
3212400,MS,0.1,1111,2,30000.0,1
5223100,SP,0.1,1112,2,236000.0,2
4774100,PB,0.1,1113,2,312289.0,2
4924800,ES,0.1,1114,2,370032.5,2
2512800,PB,0.1,1115,2,7119336.0,2
2512800,SC,0.1,1116,2,2368891.0,2
9001901,SE,0.1,1117,2,40000.0,1
4520001,76730000,0.1,1118,2,20500.0,1
4541206,MG,0.1,1119,2,2073127.5,2
1359600,PR,0.1,1120,2,276750.0,2
3314702,SP,0.1,1121,2,76200.0,1
9512600,PR,0.1,1122,2,780377.5,2
4763602,SP,0.1,1123,2,274225.0,2
3299003,RS,0.1,1124,2,27250.0,2
9602502,MG,0.1,1125,2,23000.0,1
3313901,MG,0.1,1126,2,451400.0,2
8219999,TO,0.1,1127,2,567000.0,2
9002702,SC,0.1,1128,2,270202.5,2
9700500,GO,0.1,1129,2,187100.0,2
7420004,SE,0.1,1130,2,169200.0,2
4520001,PB,0.1,1131,2,648060.0,2
4752100,BA,0.1,1132,2,590000.0,2
9001902,77808666,0.1,1133,2,51000.0,1
3314710,BA,0.1,1134,2,702234.5,1
5620104,SC,0.1,1135,2,333075.0,2
9001902,52041640,0.1,1136,2,57700.0,2
9529103,SP,0.1,1137,2,119100.0,2
4789005,PB,0.1,1138,2,585861.0,2
9521500,MT,0.1,1139,2,19000.0,1
4530705,RS,0.1,1140,2,1780511.5,2
4751202,RS,0.1,1141,2,5850.0,1
3314711,RS,0.1,1142,2,45650.0,2
3101200,76265000,0.1,1143,2,8200.0,1
4713002,BA,0.1,1144,2,215600.0,2
4782201,MG,0.1,1145,2,362062.5,2
5912099,73970000,0.1,1146,2,360000.0,1
4755502,PE,0.1,1147,2,123200.0,2
7911200,PB,0.1,1148,2,660500.0,2
4756300,MG,0.1,1149,2,272000.0,2
2599399,RS,0.1,1150,2,108250.0,2
5611201,SC,0.1,1151,2,53445.0,1
4789003,MS,0.1,1152,2,60000.0,1
5590603,BA,0.1,1153,2,853740.0,1
4761003,PB,0.1,1154,2,2871118.0,2
4761001,MG,0.1,1155,2,81349.5,1
161003,PR,0.1,1156,2,3367017.5,1
1822901,RN,0.1,1157,2,260000.0,1
4783102,ES,0.1,1158,2,55000.0,2
5590699,BA,0.1,1159,2,270280.0,2
2539001,CE,0.1,1160,2,120995.0,2
8592902,MG,0.1,1161,2,2978.5,2
4721102,PB,0.1,1162,2,298500.0,2
1531901,SP,0.1,1163,2,8550.0,1
1822901,ES,0.1,1164,2,833607.0,1
4520001,PE,0.1,1165,2,1648300.0,1
9001901,82530195,0.1,1166,2,43200.0,1
8592999,82840310,0.1,1167,2,43200.0,1
4923001,TO,0.0,1168,1,225224.0,1
4399105,RS,0.0,1169,1,26800.0,1
4399103,MS,0.0,1170,1,1375165.0,1
5320201,MA,0.0,1171,1,55320.0,1
8230001,RO,0.0,1172,1,100000.0,1
4759899,75806280,0.0,1173,1,62350.0,1
5320201,MG,0.0,1174,1,12950.0,1
7729202,TO,0.0,1175,1,0.0,1
5819100,RUBEM BERTA,0.0,1176,1,93800.0,1
159801,PR,0.0,1177,1,117600.0,1
4330404,RJ,0.0,1178,1,72000.0,1
3103900,GO,0.0,1179,1,16500.0,1
2330399,GO,0.0,1180,1,429600.0,1
5811500,PI,0.0,1181,1,12000.0,1
9511800,79826080,0.0,1182,1,277200.0,1
4762800,MG,0.0,1183,1,58000.0,1
6190699,PA,0.0,1184,1,759027.0,1
