CNAE,UF,count_contratos,valor_total,valor_medio,n_orgaos,n_meis,share_cnae,share_uf,log_valor_medio,log_valor_total,log_count,diversidade_orgaos,densidade_mei,target
4541206,RS,1,126000.0,126000.0,1,1,0.0014992503748125937,0.12214945158999448,11.744045122410057,11.744045122410057,0.6931471805599453,0.008403361344537815,1.0,0
8230002,CE,3,639116.0,213038.66666666663,1,1,0.0033141324074804704,0.013887792945632447,12.269233655835194,13.36784281519072,1.3862943611198906,0.008403361344537815,0.3333333333333333,0
9521500,GO,3,36000.0,12000.0,2,2,0.004734474867829243,0.0982403535074568,9.392745258631441,10.491301994830229,1.3862943611198906,0.01680672268907563,0.6666666666666666,0
9001901,RJ,13,6303485.0,484883.4615384616,7,6,0.02722323049001815,0.024777085141639708,13.091665917907825,15.656613371662655,2.6390573296152584,0.058823529411764705,0.46153846153846156,1
8599605,SC,1,85000.0,85000.0,1,1,0.0011836187169573108,0.043951708356348144,11.350418300109132,11.350418300109132,0.6931471805599453,0.008403361344537815,1.0,0
9602502,MG,2,46000.0,23000.0,1,1,0.002288329519450801,0.1032115521186775,10.043292972227004,10.736418414365376,1.0986122886681098,0.008403361344537815,0.5,0
7729202,RS,18,1075150.0,59730.55555555556,6,5,0.005207922354612168,0.12214945158999448,10.997615728507201,13.887971674795878,2.9444389791664403,0.05042016806722689,0.2777777777777778,1
3299002,SP,4,6150.0,1537.5,2,2,0.0012625266314211315,0.25392566874457506,7.338563194762097,8.724369949208368,1.6094379124341003,0.01680672268907563,0.5,0
1412602,MG,7,408961.0,58423.0,5,6,0.005997001499250375,0.1032115521186775,10.975482043299946,12.921377521173127,2.0794415416798357,0.04201680672268908,0.8571428571428571,1
2512800,SC,2,4737782.0,2368891.0,2,2,0.0008679870591020279,0.043951708356348144,14.67793289324566,15.371079862736444,1.0986122886681098,0.01680672268907563,1.0,0
8130300,PR,5,7994156.0,1598831.2,4,5,0.005760277755858913,0.09776690602067388,14.284784045721574,15.894221457790346,1.791759469228055,0.03361344537815126,1.0,1
7729202,GO,15,1285680.0,85712.0,11,9,0.005207922354612168,0.0982403535074568,11.358759785030468,14.066799097021168,2.772588722239781,0.09243697478991597,0.6,1
9602501,SC,7,7578188.0,1082598.2857142857,7,7,0.005207922354612168,0.043951708356348144,13.894875453557512,15.840784810867248,2.0794415416798357,0.058823529411764705,1.0,1
1093701,MG,5,1112160.0,222432.0,4,3,0.0007890791446382073,0.1032115521186775,12.312381211646112,13.92181552748511,1.791759469228055,0.03361344537815126,0.6,1
4751201,MG,30,3993562.0,133118.73333333334,25,20,0.017991004497751123,0.1032115521186775,11.7990042528479,15.200194372850554,3.4339872044851463,0.21008403361344538,0.6666666666666666,1
3314702,SP,2,152400.0,76200.0,1,1,0.0005523554012467451,0.25392566874457506,11.241129864948206,11.934270483892945,1.0986122886681098,0.008403361344537815,0.5,0
3240099,SP,1,160000.0,160000.0,1,1,0.00039453957231910363,0.25392566874457506,11.982935344196433,11.982935344196433,0.6931471805599453,0.008403361344537815,1.0,0
1813099,SP,10,1852250.0,185225.0,3,3,0.0035508561508719324,0.25392566874457506,12.129331980109534,14.431912214162683,2.3978952727983707,0.025210084033613446,0.3,1
8592903,TO,1,50000.0,50000.0,1,1,0.016570662037402352,0.004339935295510139,10.819798284210286,10.819798284210286,0.6931471805599453,0.008403361344537815,1.0,0
4321500,SC,9,9085664.0,1009518.2222222222,9,9,0.024855993056103528,0.043951708356348144,13.824984757883337,16.022208454712022,2.302585092994046,0.07563025210084033,1.0,1
