CNAE,UF,count_contratos,valor_total,valor_medio,n_orgaos,n_meis
4789003,MS,2,120000.0,60000.0,1,1
1096100,PR,1,79090.0,79090.0,1,1
5611205,RS,1,50000.0,50000.0,1,1
9001901,MS,1,30000.0,30000.0,1,1
3101200,76350000,1,303200.0,303200.0,1,1
4929901,PB,7,3563240.0,509034.28571428574,3,7
5819100,RS,3,759954.0,253318.0,3,3
4755503,GO,1,27990.0,27990.0,1,1
4399103,18770000,1,102000.0,102000.0,1,1
2349499,MS,3,240000.0,80000.0,1,3
4744099,RJ,2,2781905.0,1390952.5,2,1
2539001,PB,2,317200.0,158600.0,2,2
4520002,SC,2,38802000.0,19401000.0,2,2
3313999,MG,1,6549211.0,6549211.0,1,1
4722902,SP,1,283140.0,283140.0,1,1
4789004,PB,1,380000.0,380000.0,1,1
4753900,PB,1,530000.0,530000.0,1,1
9001901,38414434,1,198400.0,198400.0,1,1
4321500,TO,4,417400.0,104350.0,1,1
5620104,CE,1,603250.0,603250.0,1,1
9001906,76190000,1,120000.0,120000.0,1,1
9521500,PE,1,65000.0,65000.0,1,1
4772500,ES,1,18380.0,18380.0,1,1
4712100,PI,2,848945.0,424472.5,2,2
4520001,77560000,1,553225.0,553225.0,1,1
2539001,ES,1,200000.0,200000.0,1,1
4712100,RN,1,508000.0,508000.0,1,1
4753900,ES,2,903900.0,451950.0,2,1
8230001,58900000,1,650000.0,650000.0,1,1
8230001,RS,96,13639919.0,142082.48958333334,55,70
4530703,RS,21,9928794.0,472799.71428571426,13,13
1412602,SC,6,3150296.0,525049.3333333334,5,6
8230001,GO,31,3484233.0,112394.6129032258,17,14
9602502,SC,3,847720.0,282573.3333333333,3,3
4781400,SC,5,564287.0,112857.4,4,4
3101200,SP,13,1032079.0,79390.69230769231,8,8
9529102,MG,24,6996508.0,291521.1666666667,8,8
4520006,RN,3,1795450.0,598483.3333333334,3,3
5912099,PE,1,120000.0,120000.0,1,1
4322301,RS,4,637600.0,159400.0,3,3
4755503,73760000,10,272660.0,27266.0,6,1
4530705,SC,1,195250.0,195250.0,1,1
8599699,RJ,7,978754.0,139822.0,5,5
3101200,76460000,1,164000.0,164000.0,1,1
4330404,SP,41,7189398.0,175351.17073170733,22,24
3314701,SP,2,7300.0,3650.0,1,1
3811400,85440000,6,1006860.0,167810.0,1,1
4759801,RS,3,80250.0,26750.0,1,1
4930202,74484611,7,690490.0,98641.42857142857,1,1
9001902,MS,41,3507561.0,85550.26829268293,6,19
4930202,MG,9,165936532.0,18437392.444444444,3,5
3321000,SC,3,306020.0,102006.66666666667,3,3
4759899,MG,2,19699656.0,9849828.0,2,2
8592902,16018340,1,135000.0,135000.0,1,1
8599699,PR,41,17681919.0,431266.31707317074,20,31
9001902,77808666,2,102000.0,51000.0,1,1
4322302,PA,5,2350150.0,470030.0,5,5
4520001,MS,1,1237896.0,1237896.0,1,1
4752100,DF,9,183416.0,20379.555555555555,8,1
9001906,PR,16,2342100.0,146381.25,11,12
5620104,GO,13,2842851.0,218680.84615384616,7,5
4729699,MS,3,4610513.0,1536837.6666666667,2,1
6190699,RS,2,80000.0,40000.0,2,2
1813001,ES,7,437700.0,62528.57142857143,7,3
4530703,GO,15,1925372.0,128358.13333333333,6,5
4321500,MG,27,14311051.0,530038.925925926,19,18
8593700,28035302,1,1800.0,1800.0,1,1
4930204,RS,6,846500.0,141083.33333333334,6,5
5620104,AC,1,59360.0,59360.0,1,1
4729699,76285000,9,30800.0,3422.222222222222,1,1
5620104,RS,6,1130040.0,188340.0,5,5
4924800,SP,10,8184500.0,818450.0,8,10
8599605,MA,2,864630.0,432315.0,1,1
9001906,RN,4,1105000.0,276250.0,4,3
9700500,ES,1,21600.0,21600.0,1,1
4520006,PR,8,16427274.0,2053409.25,7,8
1813099,PB,2,120000.0,60000.0,1,1
3299002,BA,1,300700.0,300700.0,1,1
4751202,RN,2,334500.0,167250.0,2,2
4330404,AL,1,809962.0,809962.0,1,1
5590699,GO,7,640650.0,91521.42857142857,5,3
4759801,GO,2,86000.0,43000.0,2,2
4789002,76105000,3,576500.0,192166.66666666666,2,1
5611203,PE,1,6062017.0,6062017.0,1,1
4789005,GO,3,309100.0,103033.33333333333,3,3
9602501,MG,3,1306100.0,435366.6666666667,3,3
9001901,80050250,2,64800.0,32400.0,1,1
9001901,CRISTO REI,3,637200.0,212400.0,2,1
4744001,CENTRO,1,119662.0,119662.0,1,1
4789007,ES,1,29911.0,29911.0,1,1
9001906,RJ,3,1863992.0,621330.6666666666,3,3
4789099,SP,8,2592833.0,324104.125,8,8
4329101,BA,1,80000.0,80000.0,1,1
8219999,PE,3,515000.0,171666.66666666666,2,1
4789002,SP,1,75000.0,75000.0,1,1
1359600,DF,1,483780.0,483780.0,1,1
9602501,89520000,1,449988.0,449988.0,1,1
0159801,SP,2,180000.0,90000.0,1,1
1412601,MG,4,781450.0,195362.5,4,4
4744004,PB,1,504900.0,504900.0,1,1
1412603,DF,1,314955.0,314955.0,1,1
3299003,SC,1,169000.0,169000.0,1,1
4520006,75175000,2,390950.0,195475.0,2,1
4322301,GO,1,630000.0,630000.0,1,1
8599699,RN,1,99990.0,99990.0,1,1
5229002,PR,1,793735.0,793735.0,1,1
4789007,BA,4,853526.0,213381.5,4,2
8599605,MG,1,60000.0,60000.0,1,1
5811500,SP,9,1143470.0,127052.22222222222,8,3
4930204,GO,1,7000.0,7000.0,1,1
3811400,SP,2,673800.0,336900.0,2,2
4774100,SP,1,211200.0,211200.0,1,1
7912100,SP,2,303540.0,151770.0,2,2
1352900,ES,2,303750.0,151875.0,2,1
1322700,MG,1,112064.0,112064.0,1,1
4520006,SE,3,661200.0,220400.0,3,1
4724500,PA,1,27000.0,27000.0,1,1
4744004,BA,1,1739246.0,1739246.0,1,1
4723700,PE,2,1463882.0,731941.0,2,2
4741500,SP,1,5900.0,5900.0,1,1
5611204,MG,3,2757745.0,919248.3333333334,1,1
4761002,PR,1,98000.0,98000.0,1,1
4520005,MS,2,15840.0,7920.0,2,1
4789001,PB,1,134500.0,134500.0,1,1
8129000,74942150,3,2416561.0,805520.3333333334,2,1
4754701,SP,1,51800.0,51800.0,1,1
7732201,75660000,1,250000.0,250000.0,1,1
9511800,PE,2,618860.0,309430.0,2,2
4741500,MT,1,8250.0,8250.0,1,1
1813001,BA,1,118800.0,118800.0,1,1
8592999,CE,2,123715.0,61857.5,2,2
4520005,73970000,11,44200.0,4018.181818181818,1,1
1064300,MG,1,50000.0,50000.0,1,1
1311100,BA,1,500350.0,500350.0,1,1
4399103,75407290,1,954848.0,954848.0,1,1
7911200,PA,1,9955024.0,9955024.0,1,1
4763601,SC,1,650000.0,650000.0,1,1
4755503,CE,1,167241.0,167241.0,1,1
4789007,RJ,13,410816.0,31601.23076923077,11,2
7721700,SC,7,310000.0,44285.71428571428,3,3
4321500,CE,7,3965681.0,566525.8571428572,4,4
8599604,78068625,1,6000.0,6000.0,1,1
5612100,SC,5,1990872.0,398174.4,3,5
4751201,CENTRO,5,39000.0,7800.0,1,1
1412602,PE,4,203500.0,50875.0,2,2
9329899,SP,24,3272457.0,136352.375,20,20
5620101,76280000,19,751998.0,39578.84210526316,2,1
4729699,DF,7,62895.0,8985.0,3,1
4723700,SC,5,2077332.0,415466.4,5,4
5611203,SC,5,967098.0,193419.6,4,5
9001901,SP,99,10304780.0,104088.68686868687,32,60
4744001,SC,6,199095.0,33182.5,5,1
3319800,SP,14,2613171.0,186655.07142857142,10,8
1813099,PR,3,472420.0,157473.33333333334,3,2
4520006,ES,3,325970.0,108656.66666666667,3,3
4761003,RS,12,95593.0,7966.083333333333,5,5
8592999,MG,36,8651564.0,240321.22222222222,27,29
4520003,RS,20,986660.0,49333.0,4,6
4755503,MG,2,81693375.0,40846687.5,2,2
3313999,RS,3,16363755.0,5454585.0,3,3
9001902,75375000,2,108500.0,54250.0,2,1
1813001,PR,4,366430.0,91607.5,4,4
4321500,RO,16,651250.0,40703.125,1,1
4789003,SP,7,204800.0,29257.14285714286,4,4
8130300,SP,18,6082575.0,337920.8333333333,12,13
7420004,RS,8,765000.0,95625.0,8,6
8599603,SP,2,80000.0,40000.0,2,2
4399103,MG,22,80010506.0,3636841.1818181816,15,20
9511800,SC,2,189000.0,94500.0,2,2
0161003,GO,2,178850.0,89425.0,2,2
4330405,SP,2,340000.0,170000.0,2,2
4721102,GO,5,414730.0,82946.0,2,2
4761003,GO,8,3144279.0,393034.875,2,2
4520006,PB,8,6185445.0,773180.625,6,7
4520006,BA,10,13595778.0,1359577.8,7,7
9001906,ES,11,1697650.0,154331.81818181818,6,9
4923002,RS,4,456656.0,114164.0,3,3
8230001,96030001,1,80000.0,80000.0,1,1
3321000,PE,1,1083098.0,1083098.0,1,1
3702900,GO,4,1037500.0,259375.0,3,3
3314702,PI,1,34557807.0,34557807.0,1,1
7319099,SC,3,294525.0,98175.0,3,3
4520003,GO,13,937970.0,72151.53846153847,6,4
8219999,SC,6,320850.0,53475.0,6,2
4930201,DISTRITO DE BACILANDIA,1,216000.0,216000.0,1,1
3299004,DF,1,0.0,0.0,1,1
9001902,DF,8,1748918.0,218614.75,5,6
1091101,GO,2,329330.0,164665.0,2,2
9001901,80420120,8,291600.0,36450.0,1,1
3313999,GO,2,612800.0,306400.0,2,2
1091102,SC,2,349340.0,174670.0,2,2
9700500,RN,1,228000.0,228000.0,1,1
4789001,PR,3,4650936.0,1550312.0,3,3
3240099,RJ,1,5914999.0,5914999.0,1,1
4789007,PR,1,0.0,0.0,1,1
7420004,GO,5,1240000.0,248000.0,4,4
9700500,PR,3,249600.0,83200.0,2,3
7739099,SP,5,617525.0,123505.0,4,4
3329501,SC,1,84000.0,84000.0,1,1
1629301,MG,1,620000.0,620000.0,1,1
0161003,RS,2,2208900.0,1104450.0,2,2
5611205,MG,3,179200.0,59733.333333333336,3,3
5819100,MG,5,42495242.0,8499048.4,4,3
8230001,TO,4,1603400.0,400850.0,4,4
4721102,RS,2,2680699.0,1340349.5,2,2
4924800,75340000,1,3556872.0,3556872.0,1,1
4329101,PR,1,64700.0,64700.0,1,1
9001901,80320050,2,540500.0,270250.0,2,1
5611201,SC,2,106890.0,53445.0,1,2
9001906,BA,3,520000.0,173333.33333333334,2,2
9602502,PE,1,7000.0,7000.0,1,1
4759899,RO,4,512500.0,128125.0,2,1
5812302,RS,4,186800.0,46700.0,4,3
4751202,BA,2,149881.0,74940.5,2,2
8599699,BA,3,204000.0,68000.0,3,3
5611204,CE,2,1190000.0,595000.0,1,1
4330499,MG,1,408500.0,408500.0,1,1
1091101,RS,6,1282450.0,213741.66666666666,4,5
5912099,12237828,1,18050.0,18050.0,1,1
8130300,AL,1,135000.0,135000.0,1,1
8599699,PB,2,621720.0,310860.0,2,2
5912099,SC,3,1162032.0,387344.0,3,3
2950600,MG,1,0.0,0.0,1,1
4930201,73975000,1,650000.0,650000.0,1,1
4329101,SE,1,36996.0,36996.0,1,1
5819100,MA,1,195030.0,195030.0,1,1
4321500,RR,1,16450.0,16450.0,1,1
2542000,SC,1,113800.0,113800.0,1,1
2399101,MS,1,60000.0,60000.0,1,1
7420001,PA,1,3000.0,3000.0,1,1
9001906,PB,4,916500.0,229125.0,3,3
4399105,SP,1,210000.0,210000.0,1,1
5812302,GO,6,2116996.0,352832.6666666667,3,2
4744004,PR,1,42000.0,42000.0,1,1
4399105,75350000,1,300000.0,300000.0,1,1
5819100,SETOR HABITACIONAL CONTAGEM (SOBRADINHO),1,114500.0,114500.0,1,1
8599604,DF,1,30000.0,30000.0,1,1
5812301,SC,1,25550.0,25550.0,1,1
4751201,PE,1,589000.0,589000.0,1,1
7729202,PA,2,805750.0,402875.0,2,2
8129000,MS,1,396000.0,396000.0,1,1
4721104,SP,1,1800.0,1800.0,1,1
3240099,PR,1,8000.0,8000.0,1,1
1352900,PR,1,487500.0,487500.0,1,1
1749400,GO,1,88700.0,88700.0,1,1
9329899,29101125,1,91000.0,91000.0,1,1
1092900,MG,1,296037.0,296037.0,1,1
8599603,AL,1,42000.0,42000.0,1,1
5320201,RS,1,199486.0,199486.0,1,1
8130300,MT,1,102000.0,102000.0,1,1
3319800,76050174,1,176130.0,176130.0,1,1
4753900,78075685,1,236625.0,236625.0,1,1
5812300,MG,1,390000.0,390000.0,1,1
4930201,81130330,1,254760.0,254760.0,1,1
9001906,12237821,2,33100.0,16550.0,1,1
1749400,RS,1,231750.0,231750.0,1,1
3314702,RJ,1,15900.0,15900.0,1,1
9001902,MG,239,49268163.0,206142.94142259413,119,158
8230001,SP,204,23353813.0,114479.47549019608,80,102
4924800,RS,4,40497.0,10124.25,2,4
8230001,MT,4,1057650.0,264412.5,4,3
4330404,RS,33,199361595.0,6041260.454545454,24,23
4322302,PR,4,1122874.0,280718.5,4,3
4930201,PB,1,85000.0,85000.0,1,1
5620102,RJ,5,626300.0,125260.0,5,2
8592903,PR,24,12014904.0,500621.0,12,16
4759801,SP,6,420130.0,70021.66666666667,5,5
5620104,SP,10,1035280.0,103528.0,6,7
8599604,MG,13,2179178.0,167629.07692307694,11,12
4789005,SP,7,478280.0,68325.71428571429,3,3
4754703,RJ,4,1446704.0,361676.0,3,1
3101200,RS,21,2271570.0,108170.0,15,15
4789002,GO,20,2288011.0,114400.55,7,7
4330404,GO,14,1893271.0,135233.64285714287,11,11
4724500,PR,7,2159092.0,308441.71428571426,3,4
4789002,RS,10,324000.0,32400.0,7,7
4520001,MG,24,18547370.0,772807.0833333334,17,18
9601701,MG,2,150760.0,75380.0,2,2
4924800,GO,19,379939154.0,19996797.57894737,10,13
4713002,SP,12,114187.0,9515.583333333334,4,3
7729202,ES,2,369017.0,184508.5,2,2
7319002,BA,8,863935.0,107991.875,8,5
4520002,PR,6,5190600.0,865100.0,6,6
9001902,LOJA,1,182160.0,182160.0,1,1
7319002,PB,5,382450.0,76490.0,3,2
7911200,PR,3,495376.0,165125.33333333334,3,2
9001902,88304101,1,12000.0,12000.0,1,1
5811500,RS,6,632500.0,105416.66666666667,5,5
3101200,GO,12,3133296.0,261108.0,7,7
4712100,SC,2,15571600.0,7785800.0,1,1
7729202,BA,2,952800.0,476400.0,2,2
8592902,PE,1,10000.0,10000.0,1,1
9002702,MG,6,1514060.0,252343.33333333334,5,5
4330403,MA,1,299200.0,299200.0,1,1
4923002,25963620,1,700000.0,700000.0,1,1
7420001,BA,3,572000.0,190666.66666666666,3,3
7319002,ES,3,1279500.0,426500.0,3,3
4322302,RN,5,2027740.0,405548.0,5,5
4520005,MG,10,4579689.0,457968.9,10,10
8599604,MA,2,159000.0,79500.0,1,2
8592903,SE,1,160000.0,160000.0,1,1
6190699,SP,6,909600.0,151600.0,2,2
4322302,RJ,3,1052905.0,350968.3333333333,3,3
4530704,GO,4,2700110.0,675027.5,1,2
8219901,MG,6,176120.0,29353.333333333332,3,3
8230001,AL,3,214400.0,71466.66666666667,3,3
4754701,RS,4,403080.0,100770.0,2,2
7911200,RJ,1,1000000.0,1000000.0,1,1
4729699,MG,4,77330.0,19332.5,4,4
4321500,MS,1,66000.0,66000.0,1,1
4741500,RS,2,6217019.0,3108509.5,1,1
8592903,RJ,2,570000.0,285000.0,2,2
4530703,MT,4,2234458.0,558614.5,4,2
4322301,SP,3,789563.0,263187.6666666667,1,1
1813001,CIDADE JARDIM,1,4595808.0,4595808.0,1,1
4789099,GO,4,702174.0,175543.5,4,4
3299004,MG,2,60244.0,30122.0,2,2
5812301,76330000,2,527970.0,263985.0,2,1
4330499,DF,1,0.0,0.0,1,1
9001902,MA,2,225000.0,112500.0,2,2
1099604,PR,1,262910.0,262910.0,1,1
4930204,SP,1,67500.0,67500.0,1,1
4399103,DF,2,60000.0,30000.0,2,2
1096100,SC,1,1000.0,1000.0,1,1
9609299,SC,1,55000.0,55000.0,1,1
4399199,RR,1,204000.0,204000.0,1,1
4789099,RS,4,285390.0,71347.5,3,3
5620101,BA,4,4564825.0,1141206.25,3,4
4752100,CE,1,207234.0,207234.0,1,1
9521500,ES,1,30000.0,30000.0,1,1
4930201,BA,6,16574078.0,2762346.3333333335,3,6
4754701,GO,1,21500.0,21500.0,1,1
3600602,SE,3,3000000.0,1000000.0,1,2
5590699,SP,2,185000.0,92500.0,2,2
4923001,GO,2,697500.0,348750.0,2,2
8230001,80530903,1,220000.0,220000.0,1,1
4530703,SP,13,1752501.0,134807.76923076922,4,5
3600602,RN,2,17623826.0,8811913.0,1,1
4755502,73930000,1,440000.0,440000.0,1,1
4759801,MT,2,314020.0,157010.0,2,2
5620101,ES,1,131250.0,131250.0,1,1
4743100,SC,1,28000.0,28000.0,1,1
9529199,PR,1,72000.0,72000.0,1,1
8592999,87045360,1,35000.0,35000.0,1,1
1340501,MG,1,0.0,0.0,1,1
4757100,PE,1,230193.0,230193.0,1,1
8592999,DF,1,2500.0,2500.0,1,1
1412601,MS,1,44400.0,44400.0,1,1
7911200,PI,1,219984.0,219984.0,1,1
1622699,PR,1,755520.0,755520.0,1,1
2330399,PR,1,0.0,0.0,1,1
4755502,CE,1,97678.0,97678.0,1,1
8592999,88900216,1,50000.0,50000.0,1,1
4722901,RO,1,104148.0,104148.0,1,1
9609299,35160350,2,77000.0,38500.0,2,1
5813100,SC,1,250560.0,250560.0,1,1
7911200,RN,1,620100.0,620100.0,1,1
4330403,MG,1,105000.0,105000.0,1,1
7420001,ES,1,102000.0,102000.0,1,1
9001902,06210050,1,162500.0,162500.0,1,1
7420004,CASA,1,110000.0,110000.0,1,1
3314707,RO,1,89600.0,89600.0,1,1
4742300,CE,2,186000.0,93000.0,1,1
8592903,RN,1,50000.0,50000.0,1,1
3314707,76152000,3,408550.0,136183.33333333334,3,1
5223100,SC,1,288000.0,288000.0,1,1
4929902,PE,1,354000.0,354000.0,1,1
4783102,SP,1,250000.0,250000.0,1,1
3314701,RS,1,49500.0,49500.0,1,1
7420001,75555000,1,33200.0,33200.0,1,1
9521500,BA,1,6291775.0,6291775.0,1,1
4321500,93220250,1,95250.0,95250.0,1,1
3314707,CE,1,6381059.0,6381059.0,1,1
4541206,BA,1,2190000.0,2190000.0,1,1
9001902,RS,153,14306716.0,93507.9477124183,79,109
4520001,RS,69,11785356.0,170802.26086956522,13,21
4520001,GO,42,1479005.0,35214.40476190476,16,9
4781400,BA,11,16590059.0,1508187.1818181819,9,7
8219999,RJ,5,413167.0,82633.4,5,2
4924800,MG,55,68775687.0,1250467.0363636364,28,48
9529102,SP,54,4197238.0,77726.62962962964,16,18
4321500,SP,58,8017490.0,138232.58620689655,38,41
4321500,AL,8,4082009.0,510251.125,5,5
4520005,GO,69,6522772.0,94532.92753623189,15,15
4520005,RS,31,4622599.0,149116.09677419355,12,12
5611203,PR,14,2304448.0,164603.42857142858,10,7
5612100,PR,1,608500.0,608500.0,1,1
1412601,SP,13,2216833.0,170525.61538461538,12,10
4741500,MG,5,73310.0,14662.0,5,1
5212500,GO,9,1897477.0,210830.77777777778,2,1
4759899,SP,5,78330.0,15666.0,3,3
4781400,PB,7,422181.0,60311.57142857143,1,1
8230002,RJ,4,519480.0,129870.0,4,3
9602501,AL,8,286470.0,35808.75,2,1
8230001,MS,11,1446275.0,131479.54545454544,2,8
9001902,GO,28,4322530.0,154376.07142857142,16,17
3101200,MG,8,2097300.0,262162.5,5,6
4759801,MS,2,3363636.0,1681818.0,2,1
3329501,RJ,1,148200.0,148200.0,1,1
9700500,SC,2,104300.0,52150.0,2,2
4543900,PR,4,3687850.0,921962.5,1,1
4930202,SP,8,10663580.0,1332947.5,8,8
9602501,SP,14,1705300.0,121807.14285714286,8,7
5912099,PI,1,300000.0,300000.0,1,1
4330404,MG,14,9442390.0,674456.4285714285,11,11
7739003,76200000,1,221700.0,221700.0,1,1
7319099,PR,6,1468163.0,244693.83333333334,6,6
9001906,PE,16,823000.0,51437.5,6,6
4399103,CASA,3,485280.0,161760.0,1,1
4751201,BA,15,8233321.0,548888.0666666667,9,9
9511800,RJ,4,1980675.0,495168.75,4,4
4781400,ES,2,100910.0,50455.0,2,2
7739003,PR,2,184000.0,92000.0,2,2
5611204,SP,1,151000.0,151000.0,1,1
4763604,GO,2,129900.0,64950.0,1,1
9511800,PR,6,3234322.0,539053.6666666666,4,4
4923001,MG,3,1114912.0,371637.3333333333,3,3
7990200,SP,6,888400.0,148066.66666666666,3,3
3299004,GO,1,37500.0,37500.0,1,1
8219999,RN,5,1214100.0,242820.0,5,5
5611201,PR,8,1632354.0,204044.25,6,6
2542000,PR,8,403350.0,50418.75,3,1
4783101,ES,1,170000.0,170000.0,1,1
4751201,ES,4,2639000.0,659750.0,4,4
9001902,49095650,1,100000.0,100000.0,1,1
3299003,BA,5,641259.0,128251.8,1,1
4789099,MG,1,188500.0,188500.0,1,1
8219901,RS,5,80410.0,16082.0,2,2
7319002,76220000,2,810000.0,405000.0,1,1
5812302,DF,1,0.0,0.0,1,1
3299003,ES,4,837539.0,209384.75,4,1
8599604,GO,11,4140580.0,376416.36363636365,9,8
4330403,GO,3,305350.0,101783.33333333333,3,3
9001906,29052120,2,80000.0,40000.0,1,1
5611201,RN,2,1535000.0,767500.0,2,2
5611203,RN,1,247500.0,247500.0,1,1
1521100,GO,1,5900.0,5900.0,1,1
8599604,RS,20,2183606.0,109180.3,16,18
5812301,PR,1,244800.0,244800.0,1,1
4754701,MG,2,754000.0,377000.0,2,2
4723700,RN,3,655600.0,218533.33333333334,3,3
8599699,PE,6,625800.0,104300.0,3,3
8592999,ICARAI,1,350000.0,350000.0,1,1
9001906,CENTRO,2,208800.0,104400.0,1,1
4761003,DF,8,1414230.0,176778.75,8,2
4930201,76220000,1,480000.0,480000.0,1,1
7721700,PR,28,6308351.0,225298.25,5,5
8599605,SP,6,1154950.0,192491.66666666666,6,4
4763601,BA,2,7024172.0,3512086.0,1,1
9511800,RN,5,1195520.0,239104.0,4,5
7319099,76200000,2,558000.0,279000.0,2,1
9002702,RS,1,1421000.0,1421000.0,1,1
5812301,PI,1,642000.0,642000.0,1,1
3314707,TO,6,1134130.0,189021.66666666666,3,1
4724500,75410000,4,1642196.0,410549.0,4,1
7319099,RN,1,200000.0,200000.0,1,1
4789005,AM,2,101000.0,50500.0,2,1
5912099,PR,3,91800.0,30600.0,1,1
8230001,42706100,1,435769.0,435769.0,1,1
5912001,80420120,1,75600.0,75600.0,1,1
4330404,MA,1,0.0,0.0,1,1
7319099,RJ,1,350000.0,350000.0,1,1
4530704,MG,1,0.0,0.0,1,1
4520005,29400000,1,79200.0,79200.0,1,1
3811400,MG,1,0.0,0.0,1,1
4520005,75795000,4,99800.0,24950.0,1,1
1091102,PR,3,273634.0,91211.33333333333,2,2
4789002,MG,2,189700.0,94850.0,2,2
4543900,PI,1,1590000.0,1590000.0,1,1
8130300,RO,1,155650.0,155650.0,1,1
8219901,GO,5,807162.0,161432.4,4,4
4759899,76630000,2,180000.0,90000.0,1,1
2512800,SP,1,31000.0,31000.0,1,1
7721700,RN,1,70000.0,70000.0,1,1
4744002,RS,1,6000.0,6000.0,1,1
9511800,SE,3,358800.0,119600.0,3,1
4713002,MS,1,629900.0,629900.0,1,1
4930204,MS,1,611000.0,611000.0,1,1
4729699,GO,1,582650.0,582650.0,1,1
4729699,RS,2,1097400.0,548700.0,2,2
4723700,RJ,1,8328.0,8328.0,1,1
1412602,BA,6,7768297.0,1294716.1666666667,5,5
1094500,SP,1,193872.0,193872.0,1,1
9601701,RS,2,16000.0,8000.0,2,2
3321000,BA,2,1202000.0,601000.0,2,2
5611201,PI,1,2605354.0,2605354.0,1,1
4743100,76202668,2,77500.0,38750.0,1,1
3299002,SC,1,41000.0,41000.0,1,1
8219999,SE,1,210000.0,210000.0,1,1
3314701,MG,1,3300.0,3300.0,1,1
8219999,PR,6,216315.0,36052.5,3,2
4520008,SP,3,29600.0,9866.666666666666,1,1
4789005,MS,1,414000.0,414000.0,1,1
5620104,MS,1,785345.0,785345.0,1,1
2532201,RS,1,2400000.0,2400000.0,1,1
8299799,GO,1,10000.0,10000.0,1,1
8230002,PR,2,1757499.0,878749.5,2,2
9001901,CE,2,110000.0,55000.0,1,1
4723700,PR,1,57400.0,57400.0,1,1
4520001,75440000,1,317850.0,317850.0,1,1
1813099,SC,1,7283754.0,7283754.0,1,1
1412602,ES,2,211000.0,105500.0,2,2
8299799,RS,1,12000.0,12000.0,1,1
8592999,CASA,1,50000.0,50000.0,1,1
7420001,29056255,1,215000.0,215000.0,1,1
5611203,PI,1,26400.0,26400.0,1,1
5620103,PR,1,540000.0,540000.0,1,1
5811500,MG,1,78000.0,78000.0,1,1
5912099,RJ,1,10000.0,10000.0,1,1
8219999,SP,48,7828435.0,163092.39583333334,35,26
4753900,RS,5,180650.0,36130.0,3,3
2539001,RS,9,1290973.0,143441.44444444444,5,5
7319099,SP,101,1999793.0,19799.930693069306,13,14
5612100,SP,4,97980.0,24495.0,2,4
9001906,MG,28,7467260.0,266687.85714285716,25,23
9529105,RS,11,669570.0,60870.0,8,9
4723700,SP,10,884666.0,88466.6,9,9
7739003,SP,11,1777040.0,161549.0909090909,4,4
5611203,SP,25,45666590.0,1826663.6,9,10
4321500,PR,69,34759596.0,503762.26086956525,7,8
7319099,MT,5,80000.0,16000.0,1,1
4929902,RS,1,350000.0,350000.0,1,1
5912099,SP,16,2020705.0,126294.0625,12,12
8230002,SP,6,340650.0,56775.0,5,4
2539001,GO,20,294200.0,14710.0,5,4
1412601,PR,11,2026230.0,184202.72727272726,9,4
5611201,SP,12,3613239.0,301103.25,8,8
7721700,SP,15,1834209.0,122280.6,8,9
7420001,DF,2,559560.0,279780.0,2,2
8599699,MG,19,6292363.0,331177.0,15,16
1091102,SP,8,402290.0,50286.25,3,3
8592999,BA,6,1416900.0,236150.0,6,5
5611204,PR,2,130010.0,65005.0,2,2
4321500,RJ,1,625418.0,625418.0,1,1
4930202,PR,6,1283000.0,213833.33333333334,2,3
8592999,ES,12,1020632.0,85052.66666666667,9,6
2512800,SE,1,200000.0,200000.0,1,1
4759899,RJ,1,616994.0,616994.0,1,1
4744001,SP,13,606203.0,46631.0,6,5
9001901,SC,5,400144.0,80028.8,3,3
5819100,BA,4,5274768.0,1318692.0,4,4
4759899,PR,1,31980.0,31980.0,1,1
4755503,ES,1,97500.0,97500.0,1,1
9511800,SP,24,5051142.0,210464.25,15,15
5819100,PB,2,1024737.0,512368.5,2,1
2542000,SP,29,2912105.0,100417.41379310345,15,14
2512800,PR,3,6778350.0,2259450.0,3,3
9602501,PR,5,190702402.0,38140480.4,4,5
4929901,GO,1,50000.0,50000.0,1,1
7911200,AM,1,41600.0,41600.0,1,1
3329501,SP,3,106620.0,35540.0,3,3
4761001,RS,10,256879.0,25687.9,6,6
4322302,MS,6,142491474.0,23748579.0,5,3
4520006,MG,12,5486845.0,457237.0833333333,11,12
4789004,GO,1,96000.0,96000.0,1,1
4757100,GO,3,12705034.0,4235011.333333333,1,1
9529102,PR,4,863075.0,215768.75,4,4
4772500,GO,5,285620.0,57124.0,4,3
4757100,RS,2,13140.0,6570.0,2,2
1091101,76730000,3,366500.0,122166.66666666667,2,1
8592902,40060090,1,320000.0,320000.0,1,1
4520007,RS,2,19906.0,9953.0,2,2
4330405,SC,2,4420625.0,2210312.5,1,1
7319002,DF,1,0.0,0.0,1,1
5611204,RJ,1,5815152.0,5815152.0,1,1
4929902,GO,2,491000.0,245500.0,2,2
5611203,AL,1,1904256.0,1904256.0,1,1
5912001,PR,8,602100.0,75262.5,2,5
4761001,93032205,1,236400.0,236400.0,1,1
4399103,BA,4,17853380.0,4463345.0,3,4
5611201,AL,1,7604629.0,7604629.0,1,1
1412601,RJ,2,205200.0,102600.0,1,1
4789099,76540000,2,54600.0,27300.0,1,1
5812301,SP,7,1402962.0,200423.14285714287,6,6
9511800,MT,1,60000.0,60000.0,1,1
